ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
200025_s_at	ribosomal protein L27 /// ribosomal protein L27	RPL27	6155
200026_at	ribosomal protein L34 /// ribosomal protein L34 /// similar to ribosomal protein L34 /// similar to ribosomal protein L34 /// similar to ribosomal protein L34 /// similar to ribosomal protein L34 /// hypothetical protein LOC729536 /// hypothetical protein LOC729536 /// similar to ribosomal protein L34 /// similar to ribosomal protein L34	RPL34 /// LOC342994 /// LOC651249 /// LOC729536 /// LOC731916	342994 /// 6164 /// 651249 /// 729536 /// 731916
200027_at	asparaginyl-tRNA synthetase /// asparaginyl-tRNA synthetase	NARS	4677
200028_s_at	START domain containing 7 /// START domain containing 7	STARD7	56910
200029_at	ribosomal protein L19 /// ribosomal protein L19	RPL19	6143
200030_s_at	solute carrier family 25 (mitochondrial carrier; phosphate carrier); member 3 /// solute carrier family 25 (mitochondrial carrier; phosphate carrier); member 3	SLC25A3	5250
200031_s_at	ribosomal protein S11 /// ribosomal protein S11	RPS11	6205
200032_s_at	ribosomal protein L9 /// ribosomal protein L9	RPL9	6133
200033_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	DDX5	1655
200034_s_at	ribosomal protein L6 /// ribosomal protein L6	RPL6	6128
200035_at	dullard homolog (Xenopus laevis) /// dullard homolog (Xenopus laevis)	DULLARD	23399
200036_s_at	ribosomal protein L10a /// ribosomal protein L10a	RPL10A	4736
200037_s_at	chromobox homolog 3 (HP1 gamma homolog; Drosophila) /// chromobox homolog 3 (HP1 gamma homolog; Drosophila) /// similar to chromobox homolog 3 /// similar to chromobox homolog 3	CBX3 /// LOC653972	11335 /// 653972
200038_s_at	ribosomal protein L17 /// ribosomal protein L17	RPL17	6139
200039_s_at	proteasome (prosome; macropain) subunit; beta type; 2 /// proteasome (prosome; macropain) subunit; beta type; 2	PSMB2	5690
200040_at	KH domain containing; RNA binding; signal transduction associated 1 /// KH domain containing; RNA binding; signal transduction associated 1	KHDRBS1	10657
200041_s_at	HLA-B associated transcript 1 /// HLA-B associated transcript 1	BAT1	7919
200042_at	chromosome 22 open reading frame 28 /// chromosome 22 open reading frame 28	C22orf28	51493
200043_at	enhancer of rudimentary homolog (Drosophila) /// enhancer of rudimentary homolog (Drosophila)	ERH	2079
200044_at	splicing factor; arginine/serine-rich 9 /// splicing factor; arginine/serine-rich 9	SFRS9	8683
200045_at	ATP-binding cassette; sub-family F (GCN20); member 1 /// ATP-binding cassette; sub-family F (GCN20); member 1	ABCF1	23
200046_at	defender against cell death 1 /// defender against cell death 1	DAD1	1603
200047_s_at	YY1 transcription factor /// YY1 transcription factor	YY1	7528
200048_s_at	jumping translocation breakpoint /// jumping translocation breakpoint	JTB	10899
200049_at	MYST histone acetyltransferase 2 /// MYST histone acetyltransferase 2	MYST2	11143
200050_at	zinc finger protein 146 /// zinc finger protein 146	ZNF146	7705
200051_at	squamous cell carcinoma antigen recognized by T cells /// squamous cell carcinoma antigen recognized by T cells	SART1	9092
200052_s_at	interleukin enhancer binding factor 2; 45kDa /// interleukin enhancer binding factor 2; 45kDa	ILF2	3608
200053_at	sperm associated antigen 7 /// sperm associated antigen 7	SPAG7	9552
200054_at	zinc finger protein 259 /// zinc finger protein 259 /// similar to zinc finger protein 259 /// similar to zinc finger protein 259	ZNF259 /// LOC442240	442240 /// 8882
200055_at	TAF10 RNA polymerase II; TATA box binding protein (TBP)-associated factor; 30kDa /// TAF10 RNA polymerase II; TATA box binding protein (TBP)-associated factor; 30kDa	TAF10	6881
200056_s_at	nuclear DNA-binding protein /// nuclear DNA-binding protein	C1D	10438
200057_s_at	non-POU domain containing; octamer-binding /// non-POU domain containing; octamer-binding	NONO	4841
200058_s_at	activating signal cointegrator 1 complex subunit 3-like 1 /// activating signal cointegrator 1 complex subunit 3-like 1	ASCC3L1	23020
200059_s_at	ras homolog gene family; member A /// ras homolog gene family; member A	RHOA	387
200060_s_at	RNA binding protein S1; serine-rich domain /// RNA binding protein S1; serine-rich domain	RNPS1	10921
200061_s_at	ribosomal protein S24 /// ribosomal protein S24	RPS24	6229
200062_s_at	ribosomal protein L30 /// ribosomal protein L30	RPL30	6156
200063_s_at	nucleophosmin (nucleolar phosphoprotein B23; numatrin) /// nucleophosmin (nucleolar phosphoprotein B23; numatrin)	NPM1	4869
200064_at	heat shock protein 90kDa alpha (cytosolic); class B member 1 /// heat shock protein 90kDa alpha (cytosolic); class B member 1	HSP90AB1	3326
200065_s_at	ADP-ribosylation factor 1 /// ADP-ribosylation factor 1	ARF1	375
200066_at	IK cytokine; down-regulator of HLA II /// IK cytokine; down-regulator of HLA II	IK	3550
200067_x_at	sorting nexin 3 /// sorting nexin 3	SNX3	8724
200068_s_at	calnexin /// calnexin	CANX	821
200069_at	squamous cell carcinoma antigen recognized by T cells 3 /// squamous cell carcinoma antigen recognized by T cells 3	SART3	9733
200070_at	chromosome 2 open reading frame 24 /// chromosome 2 open reading frame 24	C2orf24	27013
200071_at	survival motor neuron domain containing 1 /// survival motor neuron domain containing 1	SMNDC1	10285
200072_s_at	heterogeneous nuclear ribonucleoprotein M /// heterogeneous nuclear ribonucleoprotein M	HNRPM	4670
200073_s_at	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1; 37kDa) /// heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1; 37kDa)	HNRPD	3184
200074_s_at	ribosomal protein L14 /// ribosomal protein L14 /// ribosomal protein L14-like /// ribosomal protein L14-like /// similar to 60S ribosomal protein L14 (CAG-ISL 7) /// similar to 60S ribosomal protein L14 (CAG-ISL 7)	RPL14 /// RPL14L /// LOC649821	144581 /// 649821 /// 9045
200075_s_at	guanylate kinase 1 /// guanylate kinase 1	GUK1	2987
200076_s_at	chromosome 19 open reading frame 50 /// chromosome 19 open reading frame 50	C19orf50	79036
200077_s_at	ornithine decarboxylase antizyme 1 /// ornithine decarboxylase antizyme 1	OAZ1	4946
200078_s_at	ATPase; H+ transporting; lysosomal 21kDa; V0 subunit b /// ATPase; H+ transporting; lysosomal 21kDa; V0 subunit b	ATP6V0B	533
200079_s_at	lysyl-tRNA synthetase /// lysyl-tRNA synthetase	KARS	3735
200080_s_at	H3 histone; family 3A /// H3 histone; family 3A /// H3 histone; family 3A pseudogene /// H3 histone; family 3A pseudogene /// similar to H3 histone; family 3B /// similar to H3 histone; family 3B /// similar to H3 histone; family 3B /// similar to H3 histone; family 3B	H3F3A /// LOC440926 /// LOC644914 /// LOC730740	3020 /// 440926 /// 644914 /// 730740
200081_s_at	ribosomal protein S6 /// ribosomal protein S6	RPS6	6194
200082_s_at	ribosomal protein S7 /// ribosomal protein S7 /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8) /// similar to 40S ribosomal protein S7 (S8)	RPS7 /// LOC644315 /// LOC731257	6201 /// 644315 /// 731257
200083_at	ubiquitin specific peptidase 22 /// ubiquitin specific peptidase 22	USP22	23326
200084_at	chromosome 11 open reading frame 58 /// chromosome 11 open reading frame 58	C11orf58	10944
200085_s_at	transcription elongation factor B (SIII); polypeptide 2 (18kDa; elongin B) /// transcription elongation factor B (SIII); polypeptide 2 (18kDa; elongin B)	TCEB2	6923
200086_s_at	cytochrome c oxidase subunit IV isoform 1 /// cytochrome c oxidase subunit IV isoform 1	COX4I1	1327
200087_s_at	transmembrane emp24 domain trafficking protein 2 /// transmembrane emp24 domain trafficking protein 2	TMED2	10959
200088_x_at	ribosomal protein L12 /// ribosomal protein L12	RPL12	6136
200089_s_at	ribosomal protein L4 /// ribosomal protein L4	RPL4	6124
200090_at	farnesyltransferase; CAAX box; alpha /// farnesyltransferase; CAAX box; alpha	FNTA	2339
200091_s_at	ribosomal protein S25 /// ribosomal protein S25	RPS25	6230
200092_s_at	ribosomal protein L37 /// ribosomal protein L37	RPL37	6167
200093_s_at	histidine triad nucleotide binding protein 1 /// histidine triad nucleotide binding protein 1	HINT1	3094
200094_s_at	eukaryotic translation elongation factor 2 /// eukaryotic translation elongation factor 2	EEF2	1938
200095_x_at	ribosomal protein S10 /// ribosomal protein S10	RPS10	6204
200096_s_at	ATPase; H+ transporting; lysosomal 9kDa; V0 subunit e1 /// ATPase; H+ transporting; lysosomal 9kDa; V0 subunit e1	ATP6V0E1	8992
200097_s_at	heterogeneous nuclear ribonucleoprotein K /// heterogeneous nuclear ribonucleoprotein K	HNRPK	3190
200098_s_at	anaphase promoting complex subunit 5 /// anaphase promoting complex subunit 5	ANAPC5	51433
200099_s_at	ribosomal protein S3A /// ribosomal protein S3A /// similar to ribosomal protein S3a /// similar to ribosomal protein S3a	RPS3A /// LOC439992	439992 /// 6189
200593_s_at	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	HNRPU	3192
200594_x_at	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	HNRPU	3192
200595_s_at	eukaryotic translation initiation factor 3; subunit 10 theta; 150/170kDa	EIF3S10	8661
200596_s_at	eukaryotic translation initiation factor 3; subunit 10 theta; 150/170kDa	EIF3S10	8661
200597_at	eukaryotic translation initiation factor 3; subunit 10 theta; 150/170kDa	EIF3S10	8661
200598_s_at	heat shock protein 90kDa beta (Grp94); member 1	HSP90B1	7184
200599_s_at	heat shock protein 90kDa beta (Grp94); member 1	HSP90B1	7184
200600_at	moesin	MSN	4478
200601_at	actinin; alpha 4	ACTN4	81
200602_at	amyloid beta (A4) precursor protein (peptidase nexin-II; Alzheimer disease)	APP	351
200603_at	protein kinase; cAMP-dependent; regulatory; type I; alpha (tissue specific extinguisher 1)	PRKAR1A	5573
200604_s_at	protein kinase; cAMP-dependent; regulatory; type I; alpha (tissue specific extinguisher 1)	PRKAR1A	5573
200605_s_at	protein kinase; cAMP-dependent; regulatory; type I; alpha (tissue specific extinguisher 1)	PRKAR1A	5573
200606_at	desmoplakin	DSP	1832
200607_s_at	RAD21 homolog (S. pombe)	RAD21	5885
200608_s_at	RAD21 homolog (S. pombe)	RAD21	5885
200609_s_at	WD repeat domain 1	WDR1	9948
200610_s_at	nucleolin	NCL	4691
200611_s_at	WD repeat domain 1	WDR1	9948
200612_s_at	adaptor-related protein complex 2; beta 1 subunit	AP2B1	163
200613_at	adaptor-related protein complex 2; mu 1 subunit	AP2M1	1173
200614_at	clathrin; heavy chain (Hc)	CLTC	1213
200615_s_at	adaptor-related protein complex 2; beta 1 subunit	AP2B1	163
200616_s_at	KIAA0152	KIAA0152	9761
200617_at	KIAA0152	KIAA0152	9761
200618_at	LIM and SH3 protein 1	LASP1	3927
200619_at	splicing factor 3b; subunit 2; 145kDa	SF3B2	10992
200620_at	transmembrane protein 59	TMEM59	9528
200621_at	cysteine and glycine-rich protein 1	CSRP1	1465
200622_x_at	calmodulin 3 (phosphorylase kinase; delta)	CALM3	808
200623_s_at	calmodulin 3 (phosphorylase kinase; delta)	CALM3	808
200624_s_at	matrin 3	MATR3	9782
200625_s_at	CAP; adenylate cyclase-associated protein 1 (yeast)	CAP1	10487
200626_s_at	matrin 3	MATR3	9782
200627_at	prostaglandin E synthase 3 (cytosolic)	PTGES3	10728
200628_s_at	tryptophanyl-tRNA synthetase	WARS	7453
200629_at	tryptophanyl-tRNA synthetase	WARS	7453
200630_x_at	SET translocation (myeloid leukemia-associated)	SET	6418
200631_s_at	SET translocation (myeloid leukemia-associated)	SET	6418
200632_s_at	N-myc downstream regulated gene 1	NDRG1	10397
200633_at	ubiquitin B /// ubiquitin B	UBB	7314
200634_at	profilin 1	PFN1	5216
200635_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200636_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200637_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200638_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta polypeptide	YWHAZ	7534
200639_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta polypeptide	YWHAZ	7534
200640_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta polypeptide	YWHAZ	7534
200641_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta polypeptide	YWHAZ	7534
200642_at	superoxide dismutase 1; soluble (amyotrophic lateral sclerosis 1 (adult))	SOD1	6647
200643_at	high density lipoprotein binding protein (vigilin)	HDLBP	3069
200644_at	MARCKS-like 1	MARCKSL1	65108
200645_at	GABA(A) receptor-associated protein	GABARAP	11337
200646_s_at	nucleobindin 1	NUCB1	4924
200647_x_at	eukaryotic translation initiation factor 3; subunit 8; 110kDa /// similar to eukaryotic translation initiation factor 3; subunit 8; 110kDa	EIF3S8 /// LOC728689	728689 /// 8663
200648_s_at	glutamate-ammonia ligase (glutamine synthetase)	GLUL	2752
200649_at	nucleobindin 1	NUCB1	4924
200650_s_at	lactate dehydrogenase A	LDHA	3939
200651_at	guanine nucleotide binding protein (G protein); beta polypeptide 2-like 1	GNB2L1	10399
200652_at	signal sequence receptor; beta (translocon-associated protein beta)	SSR2	6746
200653_s_at	calmodulin 1 (phosphorylase kinase; delta)	CALM1	801
200654_at	procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide /// similar to prolyl 4-hydroxylase; beta subunit	P4HB /// LOC728900	5034 /// 728900
200655_s_at	calmodulin 1 (phosphorylase kinase; delta)	CALM1	801
200656_s_at	procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide	P4HB	5034
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator); member 5	SLC25A5	292
200658_s_at	prohibitin	PHB	5245
200659_s_at	prohibitin	PHB	5245
200660_at	S100 calcium binding protein A11	S100A11	6282
200661_at	cathepsin A	CTSA	5476
200662_s_at	translocase of outer mitochondrial membrane 20 homolog (yeast)	TOMM20	9804
200663_at	CD63 molecule	CD63	967
200664_s_at	DnaJ (Hsp40) homolog; subfamily B; member 1	DNAJB1	3337
200665_s_at	secreted protein; acidic; cysteine-rich (osteonectin) /// secreted protein; acidic; cysteine-rich (osteonectin)	SPARC	6678
200666_s_at	DnaJ (Hsp40) homolog; subfamily B; member 1	DNAJB1	3337
200667_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog; yeast)	UBE2D3	7323
200668_s_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog; yeast)	UBE2D3	7323
200669_s_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog; yeast)	UBE2D3	7323
200670_at	X-box binding protein 1	XBP1	7494
200671_s_at	spectrin; beta; non-erythrocytic 1	SPTBN1	6711
200672_x_at	spectrin; beta; non-erythrocytic 1	SPTBN1	6711
200673_at	lysosomal-associated protein transmembrane 4 alpha	LAPTM4A	9741
200674_s_at	ribosomal protein L32	RPL32	6161
200675_at	CD81 molecule	CD81	975
200676_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200677_at	pituitary tumor-transforming 1 interacting protein	PTTG1IP	754
200678_x_at	granulin	GRN	2896
200679_x_at	high-mobility group box 1	HMGB1	3146
200680_x_at	high-mobility group box 1	HMGB1	3146
200681_at	glyoxalase I	GLO1	2739
200682_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200683_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200684_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200685_at	splicing factor; arginine/serine-rich 11	SFRS11	9295
200686_s_at	splicing factor; arginine/serine-rich 11	SFRS11	9295
200687_s_at	splicing factor 3b; subunit 3; 130kDa	SF3B3	23450
200688_at	splicing factor 3b; subunit 3; 130kDa	SF3B3	23450
200689_x_at	eukaryotic translation elongation factor 1 gamma /// similar to Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	EEF1G /// LOC729998	1937 /// 729998
200690_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200691_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200692_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200693_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; theta polypeptide	YWHAQ	10971
200694_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	DDX24	57062
200695_at	protein phosphatase 2 (formerly 2A); regulatory subunit A (PR 65); alpha isoform	PPP2R1A	5518
200696_s_at	gelsolin (amyloidosis; Finnish type)	GSN	2934
200697_at	hexokinase 1	HK1	3098
200698_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	11014
200699_at	Full-length cDNA clone CS0DC014YA20 of Neuroblastoma Cot 25-normalized of Homo sapiens (human)		
200700_s_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	11014
200701_at	Niemann-Pick disease; type C2	NPC2	10577
200702_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	DDX24	57062
200703_at	dynein; light chain; LC8-type 1	DYNLL1	8655
200704_at	lipopolysaccharide-induced TNF factor	LITAF	9516
200705_s_at	eukaryotic translation elongation factor 1 beta 2	EEF1B2	1933
200706_s_at	lipopolysaccharide-induced TNF factor	LITAF	9516
200707_at	protein kinase C substrate 80K-H	PRKCSH	5589
200708_at	glutamic-oxaloacetic transaminase 2; mitochondrial (aspartate aminotransferase 2)	GOT2	2806
200709_at	FK506 binding protein 1A; 12kDa	FKBP1A	2280
200710_at	acyl-Coenzyme A dehydrogenase; very long chain	ACADVL	37
200711_s_at	S-phase kinase-associated protein 1A (p19A)	SKP1A	6500
200712_s_at	microtubule-associated protein; RP/EB family; member 1	MAPRE1	22919
200713_s_at	microtubule-associated protein; RP/EB family; member 1	MAPRE1	22919
200714_x_at	amplified in osteosarcoma	OS9	10956
200715_x_at	ribosomal protein L13a	RPL13A	23521
200716_x_at	ribosomal protein L13a	RPL13A	23521
200717_x_at	ribosomal protein L7	RPL7	6129
200718_s_at	S-phase kinase-associated protein 1A (p19A)	SKP1A	6500
200719_at	S-phase kinase-associated protein 1A (p19A)	SKP1A	6500
200720_s_at	ARP1 actin-related protein 1 homolog A; centractin alpha (yeast)	ACTR1A	10121
200721_s_at	ARP1 actin-related protein 1 homolog A; centractin alpha (yeast)	ACTR1A	10121
200722_s_at	GPI-anchored membrane protein 1	GPIAP1	4076
200723_s_at	GPI-anchored membrane protein 1	GPIAP1	4076
200724_at	ribosomal protein L10	RPL10	6134
200725_x_at	ribosomal protein L10	RPL10	6134
200726_at	protein phosphatase 1; catalytic subunit; gamma isoform	PPP1CC	5501
200727_s_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200728_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200729_s_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200730_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200731_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200732_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200733_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200734_s_at	ADP-ribosylation factor 3	ARF3	377
200735_x_at	nascent-polypeptide-associated complex alpha polypeptide	NACA	4666
200736_s_at	glutathione peroxidase 1	GPX1	2876
200737_at	phosphoglycerate kinase 1	PGK1	5230
200738_s_at	phosphoglycerate kinase 1	PGK1	5230
200739_s_at	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	SUMO3	6612
200740_s_at	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	SUMO3	6612
200741_s_at	ribosomal protein S27 (metallopanstimulin 1)	RPS27	6232
200742_s_at	tripeptidyl peptidase I	TPP1	1200
200743_s_at	tripeptidyl peptidase I	TPP1	1200
200744_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200745_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200746_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200747_s_at	nuclear mitotic apparatus protein 1	NUMA1	4926
200748_s_at	ferritin; heavy polypeptide 1	FTH1	2495
200749_at	RAN; member RAS oncogene family	RAN	5901
200750_s_at	RAN; member RAS oncogene family	RAN	5901
200751_s_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRPC	3183
200752_s_at	calpain 1; (mu/I) large subunit	CAPN1	823
200753_x_at	splicing factor; arginine/serine-rich 2	SFRS2	6427
200754_x_at	splicing factor; arginine/serine-rich 2	SFRS2	6427
200755_s_at	calumenin	CALU	813
200756_x_at	calumenin	CALU	813
200757_s_at	calumenin	CALU	813
200758_s_at	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	4779
200759_x_at	nuclear factor (erythroid-derived 2)-like 1	NFE2L1	4779
200760_s_at	ADP-ribosylation-like factor 6 interacting protein 5	ARL6IP5	10550
200761_s_at	ADP-ribosylation-like factor 6 interacting protein 5	ARL6IP5	10550
200762_at	dihydropyrimidinase-like 2	DPYSL2	1808
200763_s_at	ribosomal protein; large; P1	RPLP1	6176
200764_s_at	catenin (cadherin-associated protein); alpha 1; 102kDa	CTNNA1	1495
200765_x_at	catenin (cadherin-associated protein); alpha 1; 102kDa	CTNNA1	1495
200766_at	cathepsin D	CTSD	1509
200767_s_at	family with sequence similarity 120A	FAM120A	23196
200768_s_at	methionine adenosyltransferase II; alpha	MAT2A	4144
200769_s_at	methionine adenosyltransferase II; alpha	MAT2A	4144
200770_s_at	laminin; gamma 1 (formerly LAMB2)	LAMC1	3915
200771_at	laminin; gamma 1 (formerly LAMB2)	LAMC1	3915
200772_x_at	prothymosin; alpha (gene sequence 28)	PTMA	5757
200773_x_at	prothymosin; alpha (gene sequence 28) /// similar to prothymosin; alpha (gene sequence 28)	PTMA /// LOC643287	5757 /// 643287
200774_at	family with sequence similarity 120A	FAM120A	23196
200775_s_at	heterogeneous nuclear ribonucleoprotein K	HNRPK	3190
200776_s_at	basic leucine zipper and W2 domains 1 /// similar to basic leucine zipper and W2 domains 1	BZW1 /// LOC151579	151579 /// 9689
200777_s_at	basic leucine zipper and W2 domains 1 /// similar to basic leucine zipper and W2 domains 1	BZW1 /// LOC151579	151579 /// 9689
200778_s_at	septin 2	SEPT2	4735
200779_at	activating transcription factor 4 (tax-responsive enhancer element B67)	ATF4	468
200780_x_at	fibrinogen beta chain /// GNAS complex locus	FGB /// GNAS	2244 /// 2778
200781_s_at	ribosomal protein S15a	RPS15A	6210
200782_at	annexin A5	ANXA5	308
200783_s_at	stathmin 1/oncoprotein 18	STMN1	3925
200784_s_at	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	4035
200785_s_at	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	4035
200786_at	proteasome (prosome; macropain) subunit; beta type; 7	PSMB7	5695
200787_s_at	phosphoprotein enriched in astrocytes 15	PEA15	8682
200788_s_at	phosphoprotein enriched in astrocytes 15	PEA15	8682
200789_at	enoyl Coenzyme A hydratase 1; peroxisomal	ECH1	1891
