ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
200623_s_at	calmodulin 1 (phosphorylase kinase; delta) /// calmodulin 2 (phosphorylase kinase; delta) /// calmodulin 3 (phosphorylase kinase; delta)	CALM1 /// CALM2 /// CALM3	801 /// 805 /// 808
200624_s_at	matrin 3 /// small nucleolar RNA host gene 4 (non-protein coding)	MATR3 /// SNHG4	9782 /// 724102
200625_s_at	CAP; adenylate cyclase-associated protein 1 (yeast)	CAP1	10487
200626_s_at	matrin 3 /// small nucleolar RNA host gene 4 (non-protein coding)	MATR3 /// SNHG4	9782 /// 724102
200627_at	prostaglandin E synthase 3 (cytosolic)	PTGES3	10728
200628_s_at	tryptophanyl-tRNA synthetase	WARS	7453
200629_at	tryptophanyl-tRNA synthetase	WARS	7453
200630_x_at	SET nuclear proto-oncogene /// SET-like protein	SET /// SETSIP	6418 /// 646817
200631_s_at	SET nuclear proto-oncogene /// SET-like protein	SET /// SETSIP	6418 /// 646817
200632_s_at	N-myc downstream regulated 1	NDRG1	10397
200633_at	ubiquitin B	UBB	7314
200634_at	profilin 1	PFN1	5216
200635_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200636_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200637_s_at	protein tyrosine phosphatase; receptor type; F	PTPRF	5792
200638_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta	YWHAZ	7534
200639_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta	YWHAZ	7534
200640_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta	YWHAZ	7534
200641_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta	YWHAZ	7534
200642_at	superoxide dismutase 1; soluble	SOD1	6647
200643_at	high density lipoprotein binding protein	HDLBP	3069
200644_at	MARCKS-like 1	MARCKSL1	65108
200645_at	GABA(A) receptor-associated protein	GABARAP	11337
200646_s_at	nucleobindin 1	NUCB1	4924
200647_x_at	eukaryotic translation initiation factor 3; subunit C /// eukaryotic translation initiation factor 3; subunit C-like	EIF3C /// EIF3CL	8663 /// 728689
200648_s_at	glutamate-ammonia ligase	GLUL	2752
200649_at	nucleobindin 1	NUCB1	4924
200650_s_at	lactate dehydrogenase A	LDHA	3939
200651_at	guanine nucleotide binding protein (G protein); beta polypeptide 2-like 1 /// small nucleolar RNA; C/D box 95 /// small nucleolar RNA; C/D box 96A	GNB2L1 /// SNORD95 /// SNORD96A	10399 /// 619570 /// 619571
200652_at	signal sequence receptor; beta (translocon-associated protein beta)	SSR2	6746
200653_s_at	calmodulin 1 (phosphorylase kinase; delta) /// calmodulin 2 (phosphorylase kinase; delta) /// calmodulin 3 (phosphorylase kinase; delta)	CALM1 /// CALM2 /// CALM3	801 /// 805 /// 808
200654_at	prolyl 4-hydroxylase; beta polypeptide	P4HB	5034
200655_s_at	calmodulin 1 (phosphorylase kinase; delta) /// calmodulin 2 (phosphorylase kinase; delta) /// calmodulin 3 (phosphorylase kinase; delta)	CALM1 /// CALM2 /// CALM3	801 /// 805 /// 808
200656_s_at	prolyl 4-hydroxylase; beta polypeptide	P4HB	5034
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator); member 5	SLC25A5	292
200658_s_at	prohibitin	PHB	5245
200659_s_at	prohibitin	PHB	5245
200660_at	S100 calcium binding protein A11	S100A11	6282
200661_at	cathepsin A	CTSA	5476
200662_s_at	translocase of outer mitochondrial membrane 20 homolog (yeast)	TOMM20	9804
200663_at	CD63 molecule	CD63	967
200664_s_at	DnaJ (Hsp40) homolog; subfamily B; member 1	DNAJB1	3337
200665_s_at	secreted protein; acidic; cysteine-rich (osteonectin)	SPARC	6678
200666_s_at	DnaJ (Hsp40) homolog; subfamily B; member 1	DNAJB1	3337
200667_at	ubiquitin-conjugating enzyme E2D 3	UBE2D3	7323
200668_s_at	ubiquitin-conjugating enzyme E2D 3	UBE2D3	7323
200669_s_at	ubiquitin-conjugating enzyme E2D 3	UBE2D3	7323
200670_at	X-box binding protein 1	XBP1	7494
200671_s_at	spectrin; beta; non-erythrocytic 1	SPTBN1	6711
200672_x_at	spectrin; beta; non-erythrocytic 1	SPTBN1	6711
200673_at	lysosomal protein transmembrane 4 alpha	LAPTM4A	9741
200674_s_at	ribosomal protein L32	RPL32	6161
200675_at	CD81 molecule	CD81	975
200676_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200677_at	pituitary tumor-transforming 1 interacting protein	PTTG1IP	754
200678_x_at	granulin	GRN	2896
200679_x_at	high mobility group box 1	HMGB1	3146
200680_x_at	high mobility group box 1	HMGB1	3146
200681_at	glyoxalase I	GLO1	2739
200682_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200683_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200684_s_at	ubiquitin-conjugating enzyme E2L 3	UBE2L3	7332
200685_at	serine/arginine-rich splicing factor 11	SRSF11	9295
200686_s_at	serine/arginine-rich splicing factor 11	SRSF11	9295
200687_s_at	splicing factor 3b; subunit 3; 130kDa	SF3B3	23450
200688_at	splicing factor 3b; subunit 3; 130kDa	SF3B3	23450
200689_x_at	eukaryotic translation elongation factor 1 gamma /// microRNA 3654	EEF1G /// MIR3654	1937 /// 100500804
200690_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200691_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200692_s_at	heat shock 70kDa protein 9 (mortalin)	HSPA9	3313
200693_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; theta	YWHAQ	10971
200694_s_at	DEAD (Asp-Glu-Ala-Asp) box helicase 24	DDX24	57062
200695_at	protein phosphatase 2; regulatory subunit A; alpha	PPP2R1A	5518
200696_s_at	gelsolin	GSN	2934
200697_at	hexokinase 1	HK1	3098
200698_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	11014
200699_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	11014
200700_s_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	KDELR2	11014
200701_at	Niemann-Pick disease; type C2	NPC2	10577
200702_s_at	DEAD (Asp-Glu-Ala-Asp) box helicase 24	DDX24	57062
200703_at	dynein; light chain; LC8-type 1	DYNLL1	8655
200704_at	lipopolysaccharide-induced TNF factor	LITAF	9516
200705_s_at	eukaryotic translation elongation factor 1 beta 2 /// small nucleolar RNA; H/ACA box 41	EEF1B2 /// SNORA41	1933 /// 619569
200706_s_at	lipopolysaccharide-induced TNF factor	LITAF	9516
200707_at	protein kinase C substrate 80K-H	PRKCSH	5589
200708_at	glutamic-oxaloacetic transaminase 2; mitochondrial	GOT2	2806
200709_at	FK506 binding protein 1A; 12kDa /// uncharacterized LOC101929368	FKBP1A /// LOC101929368	2280 /// 101929368
200710_at	acyl-CoA dehydrogenase; very long chain	ACADVL	37
200711_s_at	S-phase kinase-associated protein 1	SKP1	6500
200712_s_at	microtubule-associated protein; RP/EB family; member 1	MAPRE1	22919
200713_s_at	microtubule-associated protein; RP/EB family; member 1	MAPRE1	22919
200714_x_at	osteosarcoma amplified 9; endoplasmic reticulum lectin	OS9	10956
200715_x_at	ribosomal protein L13a /// small nucleolar RNA; C/D box 32A /// small nucleolar RNA; C/D box 33 /// small nucleolar RNA; C/D box 34 /// small nucleolar RNA; C/D box 35A	RPL13A /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A	23521 /// 26816 /// 26817 /// 26818 /// 26819
200716_x_at	ribosomal protein L13a /// ribosomal protein L13a pseudogene 5 /// small nucleolar RNA; C/D box 32A /// small nucleolar RNA; C/D box 33 /// small nucleolar RNA; C/D box 34 /// small nucleolar RNA; C/D box 35A	RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A	23521 /// 26816 /// 26817 /// 26818 /// 26819 /// 728658
200717_x_at	ribosomal protein L7	RPL7	6129
200718_s_at	S-phase kinase-associated protein 1	SKP1	6500
200719_at	S-phase kinase-associated protein 1	SKP1	6500
200720_s_at	ARP1 actin-related protein 1 homolog A; centractin alpha (yeast)	ACTR1A	10121
200721_s_at	ARP1 actin-related protein 1 homolog A; centractin alpha (yeast)	ACTR1A	10121
200722_s_at	cell cycle associated protein 1	CAPRIN1	4076
200723_s_at	cell cycle associated protein 1	CAPRIN1	4076
200724_at	ribosomal protein L10 /// small nucleolar RNA; H/ACA box 70	RPL10 /// SNORA70	6134 /// 26778
200725_x_at	ribosomal protein L10 /// small nucleolar RNA; H/ACA box 70	RPL10 /// SNORA70	6134 /// 26778
200726_at	protein phosphatase 1; catalytic subunit; gamma isozyme	PPP1CC	5501
200727_s_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200728_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200729_s_at	ARP2 actin-related protein 2 homolog (yeast)	ACTR2	10097
200730_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200731_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200732_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200733_s_at	protein tyrosine phosphatase type IVA; member 1	PTP4A1	7803
200734_s_at	ADP-ribosylation factor 3	ARF3	377
200735_x_at	nascent polypeptide-associated complex alpha subunit	NACA	4666
200736_s_at	glutathione peroxidase 1	GPX1	2876
200737_at	phosphoglycerate kinase 1	PGK1	5230
200738_s_at	phosphoglycerate kinase 1	PGK1	5230
200739_s_at	small ubiquitin-like modifier 3	SUMO3	6612
200740_s_at	small ubiquitin-like modifier 3	SUMO3	6612
200741_s_at	ribosomal protein S27	RPS27	6232
200742_s_at	tripeptidyl peptidase I	TPP1	1200
200743_s_at	tripeptidyl peptidase I	TPP1	1200
200744_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200745_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200746_s_at	guanine nucleotide binding protein (G protein); beta polypeptide 1	GNB1	2782
200747_s_at	nuclear mitotic apparatus protein 1	NUMA1	4926
200748_s_at	ferritin; heavy polypeptide 1	FTH1	2495
200749_at	RAN; member RAS oncogene family	RAN	5901
200750_s_at	RAN; member RAS oncogene family	RAN	5901
200751_s_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	HNRNPC	3183
200752_s_at	calpain 1; (mu/I) large subunit	CAPN1	823
200753_x_at	microRNA 636 /// serine/arginine-rich splicing factor 2	MIR636 /// SRSF2	6427 /// 693221
200754_x_at	microRNA 636 /// serine/arginine-rich splicing factor 2	MIR636 /// SRSF2	6427 /// 693221
200755_s_at	calumenin	CALU	813
200756_x_at	calumenin	CALU	813
200757_s_at	calumenin	CALU	813
200758_s_at	nuclear factor; erythroid 2-like 1	NFE2L1	4779
200759_x_at	nuclear factor; erythroid 2-like 1	NFE2L1	4779
200760_s_at	ADP-ribosylation factor-like 6 interacting protein 5	ARL6IP5	10550
200761_s_at	ADP-ribosylation factor-like 6 interacting protein 5	ARL6IP5	10550
200762_at	dihydropyrimidinase-like 2	DPYSL2	1808
200763_s_at	ribosomal protein; large; P1	RPLP1	6176
200764_s_at	catenin (cadherin-associated protein); alpha 1; 102kDa	CTNNA1	1495
200765_x_at	catenin (cadherin-associated protein); alpha 1; 102kDa	CTNNA1	1495
200766_at	cathepsin D	CTSD	1509
200767_s_at	family with sequence similarity 120A	FAM120A	23196
200768_s_at	methionine adenosyltransferase II; alpha	MAT2A	4144
200769_s_at	methionine adenosyltransferase II; alpha	MAT2A	4144
200770_s_at	laminin; gamma 1 (formerly LAMB2)	LAMC1	3915
200771_at	laminin; gamma 1 (formerly LAMB2)	LAMC1	3915
200772_x_at	prothymosin alpha-like /// prothymosin alpha-like /// microRNA 1244-1 /// microRNA 1244-2 /// microRNA 1244-3 /// prothymosin; alpha	LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA	5757 /// 728026 /// 100302285 /// 100422872 /// 100422885 /// 100506248
200773_x_at	prothymosin; alpha	PTMA	5757
200774_at	family with sequence similarity 120A	FAM120A	23196
200775_s_at	heterogeneous nuclear ribonucleoprotein K	HNRNPK	3190
200776_s_at	basic leucine zipper and W2 domains 1	BZW1	9689
200777_s_at	basic leucine zipper and W2 domains 1	BZW1	9689
200778_s_at	septin 2	SEPT2	4735
200779_at	activating transcription factor 4	ATF4	468
200780_x_at	GNAS complex locus	GNAS	2778
200781_s_at	ribosomal protein S15a	RPS15A	6210
200782_at	annexin A5	ANXA5	308
200783_s_at	stathmin 1	STMN1	3925
200784_s_at	low density lipoprotein receptor-related protein 1	LRP1	4035
200785_s_at	low density lipoprotein receptor-related protein 1	LRP1	4035
200786_at	proteasome (prosome; macropain) subunit; beta type; 7	PSMB7	5695
200787_s_at	phosphoprotein enriched in astrocytes 15	PEA15	8682
200788_s_at	phosphoprotein enriched in astrocytes 15	PEA15	8682
200789_at	enoyl CoA hydratase 1; peroxisomal	ECH1	1891
200790_at	ornithine decarboxylase 1	ODC1	4953
200791_s_at	IQ motif containing GTPase activating protein 1	IQGAP1	8826
200792_at	X-ray repair complementing defective repair in Chinese hamster cells 6	XRCC6	2547
200793_s_at	aconitase 2; mitochondrial	ACO2	50
200794_x_at	DAZ associated protein 2	DAZAP2	9802
200795_at	SPARC-like 1 (hevin)	SPARCL1	8404
200796_s_at	myeloid cell leukemia 1	MCL1	4170
200797_s_at	myeloid cell leukemia 1	MCL1	4170
200798_x_at	myeloid cell leukemia 1	MCL1	4170
200799_at	heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B	HSPA1A /// HSPA1B	3303 /// 3304
200800_s_at	heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B /// heat shock 70kDa protein 1-like	HSPA1A /// HSPA1B /// HSPA1L	3303 /// 3304 /// 3305
200801_x_at	actin; beta	ACTB	60
200802_at	seryl-tRNA synthetase	SARS	6301
200803_s_at	transmembrane BAX inhibitor motif containing 6	TMBIM6	7009
200804_at	transmembrane BAX inhibitor motif containing 6	TMBIM6	7009
200805_at	lectin; mannose-binding 2	LMAN2	10960
200806_s_at	heat shock 60kDa protein 1 (chaperonin)	HSPD1	3329
200807_s_at	heat shock 60kDa protein 1 (chaperonin)	HSPD1	3329
200808_s_at	zyxin	ZYX	7791
200809_x_at	ribosomal protein L12	RPL12	6136
200810_s_at	cold inducible RNA binding protein	CIRBP	1153
200811_at	cold inducible RNA binding protein	CIRBP	1153
200812_at	chaperonin containing TCP1; subunit 7 (eta)	CCT7	10574
200813_s_at	platelet-activating factor acetylhydrolase 1b; regulatory subunit 1 (45kDa)	PAFAH1B1	5048
200814_at	proteasome (prosome; macropain) activator subunit 1 (PA28 alpha)	PSME1	5720
200815_s_at	platelet-activating factor acetylhydrolase 1b; regulatory subunit 1 (45kDa)	PAFAH1B1	5048
200816_s_at	platelet-activating factor acetylhydrolase 1b; regulatory subunit 1 (45kDa)	PAFAH1B1	5048
200817_x_at	ribosomal protein S10	RPS10	6204
200818_at	ATP synthase; H+ transporting; mitochondrial F1 complex; O subunit	ATP5O	539
200819_s_at	ribosomal protein S15	RPS15	6209
200820_at	proteasome (prosome; macropain) 26S subunit; non-ATPase; 8	PSMD8	5714
200821_at	lysosomal-associated membrane protein 2	LAMP2	3920
200822_x_at	triosephosphate isomerase 1	TPI1	7167
200823_x_at	ribosomal protein L29	RPL29	6159
200824_at	glutathione S-transferase pi 1	GSTP1	2950
200825_s_at	hypoxia up-regulated 1	HYOU1	10525
200826_at	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	SNRPD2	6633
200827_at	procollagen-lysine; 2-oxoglutarate 5-dioxygenase 1	PLOD1	5351
200828_s_at	zinc finger protein 207	ZNF207	7756
200829_x_at	zinc finger protein 207	ZNF207	7756
