ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
153167	MID1 interacting protein 1	MID1IP1	58526
233232			
149158	RRAD; Ras related glycolysis inhibitor and calcium channel regulator	RRAD	6236
164224	PAXIP1 associated glutamate rich protein 1	PAGR1	79447
141183	transcription elongation factor B subunit 1	TCEB1	6921
130288	WD repeat domain 7	WDR7	23335
201584			
231411			
191331			
179709	mitochondrial transcription termination factor 4	MTERF4	130916
104099	centrosomal protein 89	CEP89	84902
220908			
115488			
160263	histone cluster 1; H2bh	HIST1H2BH	8345
189702			
277533			
465330			
167690	centrosomal protein 68	CEP68	23177
212096			
233137			
336520			
150703	EPS8 like 3	EPS8L3	79574
179664			
121011	arsA arsenite transporter; ATP-binding; homolog 1 (bacterial)	ASNA1	439
235166			
547932			
165958			
233769			
202439	ubiquitin domain containing 2	UBTD2	92181
141960	SS nuclear autoantigen 1	SSNA1	8636
232999			
152249			
228111	upstream transcription factor family member 3	USF3	205717
189610			
162103	ribosomal protein S18	RPS18	6222
210528			
226807			
224697			
235314			
156250	adenosine A3 receptor	ADORA3	140
166166	chromosome 1 open reading frame 116	C1orf116	79098
188235	myelin oligodendrocyte glycoprotein	MOG	4340
131688	LSM7 homolog; U6 small nuclear RNA and mRNA degradation associated	LSM7	51690
228605			
206942	midline 2	MID2	11043
128790	general transcription factor IIH subunit 2	GTF2H2	2966
169963			
129934	coiled-coil domain containing 97	CCDC97	90324
200001	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	5910
188270	inositol-tetrakisphosphate 1-kinase	ITPK1	3705
218997			
126268			
228517			
370761			
232100			
221892	single-minded family bHLH transcription factor 2	SIM2	6493
133312	cyclin dependent kinase like 1	CDKL1	8814
187815	B-cell receptor-associated protein 31	BCAP31	10134
131528			
192110	family with sequence similarity 81 member A	FAM81A	145773
208199	DnaJ heat shock protein family (Hsp40) member C5	DNAJC5	80331
158554	Myb/SANT DNA binding domain containing 2	MSANTD2	79684
165585	NADH:ubiquinone oxidoreductase core subunit S2	NDUFS2	4720
201790			
202297			
193278	RB transcriptional corepressor 1	RB1	5925
174460	mortality factor 4 like 2	MORF4L2	9643
190761	atlastin GTPase 1	ATL1	51062
141916	RAB37; member RAS oncogene family	RAB37	326624
122155	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	SEPSECS	51091
106378	purinergic receptor P2X 5	P2RX5	5026
104157	phosphatidylethanolamine N-methyltransferase	PEMT	10400
183871	family with sequence similarity 98 member A	FAM98A	25940
130789	C-type lectin domain family 3 member A	CLEC3A	10143
132681			
155263	Tctex1 domain containing 1	TCTEX1D1	200132
122550	ankyrin repeat family A member 2	ANKRA2	57763
158299			
232147			
171678	olfactory receptor family 8 subfamily J member 3	OR8J3	81168
231725			
232577			
179837	decapping mRNA 2	DCP2	167227
223990	neurogenin 2	NEUROG2	63973
394176			
206193	WD repeat and FYVE domain containing 3	WDFY3	23001
10687190	taste 2 receptor member 20	TAS2R20	259295
138411	mitochondrial ribosomal protein L16	MRPL16	54948
204019	astacin-like metallo-endopeptidase (M12 family)	ASTL	431705
141132			
653518	olfactory receptor family 2 subfamily M member 2	OR2M2	391194
169987	nuclear RNA export factor 2	NXF2	56001
120362	sodium channel epithelial 1 beta subunit	SCNN1B	6338
160306			
107339	growth factor; augmenter of liver regeneration	GFER	2671
212913			
173362	A-kinase anchoring protein 8 like	AKAP8L	26993
109505	C-C motif chemokine receptor 4	CCR4	1233
281755	uncharacterized LOC283588	LOC283588	283588
167266			
184788	family with sequence similarity 234 member A	FAM234A	83986
165425	centromere protein E	CENPE	1062
166353			
232035	zinc finger protein 518B	ZNF518B	85460
125335	C1D nuclear receptor corepressor	C1D	10438
191854	fucosyltransferase 3 (Lewis blood group)	FUT3	2525
151697	keratin 85	KRT85	3891
147148	leucine rich repeats and transmembrane domains 1	LRTM1	57408
159898			
110718			
232729			
218754			
222023	ubiquitin specific peptidase 10	USP10	9100
108274	contactin 4	CNTN4	152330
693925			
216981	taste 2 receptor member 7	TAS2R7	50837
124129	zinc finger protein 230	ZNF230	7773
188291	phospholipase C gamma 2	PLCG2	5336
191777			
137284			
231511			
128985	LTV1 ribosome biogenesis factor	LTV1	84946
201484	poly(ADP-ribose) polymerase family member 16	PARP16	54956
234690			
147920	cytoplasmic polyadenylation element binding protein 1	CPEB1	64506
112591	adhesion G protein-coupled receptor G3	ADGRG3	222487
189689	fibroblast growth factor 17	FGF17	8822
117465			
230284			
102521	complement component 3b/4b receptor 1-like///complement component 3b/4b receptor 1 (Knops blood group)	CR1L///CR1	1379///1378
164714	selenium binding protein 1	SELENBP1	8991
106022	general transcription factor IIIA	GTF3A	2971
115418	leucine zipper tumor suppressor 2	LZTS2	84445
107555			
162611	CD59 molecule	CD59	966
162043			
160384			
142089	tropomodulin 4	TMOD4	29765
185066	eukaryotic translation initiation factor 6	EIF6	3692
123375	glycine N-methyltransferase	GNMT	27232
174392	thrombospondin 4	THBS4	7060
146527	endonuclease G	ENDOG	2021
186744	S100 calcium binding protein G	S100G	795
167436	DEAD-box helicase 20	DDX20	11218
121242	poly(A)-specific ribonuclease	PARN	5073
105900	lysine rich coiled-coil 1	KRCC1	51315
228198	olfactory receptor family 1 subfamily J member 2	OR1J2	26740
125397	glutathione S-transferase mu 5	GSTM5	2949
236209			
211410	zinc finger protein 573	ZNF573	126231
147521	triosephosphate isomerase 1	TPI1	7167
157739			
232401			
197797			
105064	peroxisomal biogenesis factor 12	PEX12	5193
141498	GLIS family zinc finger 1	GLIS1	148979
165506			
148548			
131262			
188256			
126221			
122466	carbonic anhydrase 13	CA13	377677
151175			
194433	solute carrier family 22 member 11	SLC22A11	55867
230208			
148033			
177496	zinc finger protein 559	ZNF559	84527
705043			
100814			
176065			
202801	NDP; norrin cystine knot growth factor	NDP	4693
119288	IKAROS family zinc finger 4	IKZF4	64375
236007			
622313			
139183	family with sequence similarity 49 member B	FAM49B	51571
202598	calcium dependent secretion activator	CADPS	8618
482016			
158269	tumor protein p53	TP53	7157
155712	SHC adaptor protein 3	SHC3	53358
489842	eukaryotic translation initiation factor 4B	EIF4B	1975
184019			
671185			
155137	retinal degeneration 3	RD3	343035
152827			
190980	nuclear receptor subfamily 1 group H member 2	NR1H2	7376
169639	dynactin subunit 6	DCTN6	10671
180219			
107117	galactosidase alpha	GLA	2717
110453	interleukin 4 induced 1	IL4I1	259307
197713	TEA domain transcription factor 3	TEAD3	7005
167007			
109122	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	SAMHD1	25939
153865	flavin containing monooxygenase 3	FMO3	2328
198631			
214094	ribosomal protein L23a	RPL23A	6147
124799	protein kinase C beta	PRKCB	5579
191785			
206714	ATP/GTP binding protein like 4	AGBL4	84871
158699	signal transducer and activator of transcription 4	STAT4	6775
177880	nuclear receptor subfamily 5 group A member 2	NR5A2	2494
161840			
615903			
102709	bleomycin hydrolase	BLMH	642
10631704			
226421	zinc finger protein 439	ZNF439	90594
166541			
121056			
201672			
184463	zinc finger protein 467	ZNF467	168544
112193	scavenger receptor class A member 5	SCARA5	286133
174449			
145360	potassium voltage-gated channel subfamily J member 6	KCNJ6	3763
199042	gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1	GGTLC2///GGT3P///GGT1	91227///2679///2678
205035	stromal interaction molecule 2	STIM2	57620
103239	protein phosphatase 2 regulatory subunit Bbeta	PPP2R2B	5521
208538	sodium voltage-gated channel alpha subunit 4	SCN4A	6329
200193	NADH:ubiquinone oxidoreductase subunit A8	NDUFA8	4702
224478	Rho guanine nucleotide exchange factor 7	ARHGEF7	8874
218761			
213083			
164685	DEAD-box helicase 51	DDX51	317781
228683			
234839			
208153	amylase; alpha 2B (pancreatic)	AMY2B	280
133431	transcription factor binding to IGHM enhancer 3	TFE3	7030
10646291			
225389			
101754	transmembrane 9 superfamily member 4	TM9SF4	9777
168386	LON peptidase N-terminal domain and ring finger 2	LONRF2	164832
223149	microtubule associated tumor suppressor candidate 2	MTUS2	23281
170467	SNAP associated protein	SNAPIN	23557
177135			
106362	SMAD family member 9	SMAD9	4093
701442			
134456			
156558			
217804	APC membrane recruitment protein 3	AMER3	205147
231129			
201125	replication initiator 1	REPIN1	29803
107627			
177899			
182329	single stranded DNA binding protein 2	SSBP2	23635
716176			
160791	FER tyrosine kinase	FER	2241
213366			
203566	ankyrin repeat domain 17	ANKRD17	26057
673477			
118255	ribonuclease H2 subunit C	RNASEH2C	84153
234191			
150817	hematological and neurological expressed 1 like	HN1L	90861
105075			
175499	peptidase M20 domain containing 2	PM20D2	135293
233305			
543698			
114921			
125930	EP300 interacting inhibitor of differentiation 2	EID2	163126
134371			
702228	sterile alpha motif domain containing 7	SAMD7	344658
229340			
177655	microsomal glutathione S-transferase 3	MGST3	4259
218682			
109718	zinc finger protein 596	ZNF596	169270
133231			
213878	helicase; POLQ-like	HELQ	113510
180472	spermatogenesis associated 17	SPATA17	128153
142657	GDP dissociation inhibitor 1	GDI1	2664
217898			
179792			
106202	UDP-glucuronate decarboxylase 1	UXS1	80146
179515			
130638			
171594			
124041			
235552			
141772			
262677			
158840			
201523	ELKS/RAB6-interacting/CAST family member 2	ERC2	26059
212239			
173482	spalt like transcription factor 2	SALL2	6297
169116	kallikrein related peptidase 2	KLK2	3817
173145			
150785	protein kinase cAMP-activated catalytic subunit gamma	PRKACG	5568
153082	LIM homeobox 1	LHX1	3975
138121	C1D nuclear receptor corepressor	C1D	10438
229050			
163409			
187395	cytokine dependent hematopoietic cell linker	CLNK	116449
105346	histone cluster 1; H2bo	HIST1H2BO	8348
197351	BRCA1/BRCA2-containing complex subunit 3	BRCC3	79184
124872	NEDD4 binding protein 2 like 1	N4BP2L1	90634
666389			
111674			
202177	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein); beta subunit	HADHB	3032
248285			
112856			
117856	tissue specific transplantation antigen P35B	TSTA3	7264
199093			
192337	alpha-methylacyl-CoA racemase	AMACR	23600
121927			
107836			
204743	inhibitor of DNA binding 1; HLH protein	ID1	3397
235218			
194856	coiled-coil domain containing 105	CCDC105	126402
235040			
111918	surfactant protein B	SFTPB	6439
178862			
167077	GA binding protein transcription factor alpha subunit	GABPA	2551
231716			
166505	sperm associated antigen 17	SPAG17	200162
228351			
132194	integrin subunit alpha 6	ITGA6	3655
181732	tumor necrosis factor superfamily member 4	TNFSF4	7292
205052			
117048	mitochondrial ribosomal protein L11	MRPL11	65003
199502	Myb/SANT DNA binding domain containing 4 with coiled-coils	MSANTD4	84437
195445	dermatopontin	DPT	1805
218926			
159805	T-cell lymphoma invasion and metastasis 1	TIAM1	7074
107802	chromosome 9 open reading frame 116	C9orf116	138162
113113	transcription factor 7 like 2	TCF7L2	6934
234273	olfactory receptor family 13 subfamily A member 1	OR13A1	79290
139386	disco interacting protein 2 homolog C	DIP2C	22982
130826	chromosome X open reading frame 36	CXorf36	79742
233386			
184825			
233141			
184855	exocyst complex component 7	EXOC7	23265
121345			
162961	myosin X	MYO10	4651
234198			
213439	WD repeat domain 11	WDR11	55717
114790			
128620	metal regulatory transcription factor 1	MTF1	4520
205322			
168565	CDKN2A interacting protein	CDKN2AIP	55602
172568	l(3)mbt-like 4 (Drosophila)	L3MBTL4	91133
104207	PHD finger protein 20	PHF20	51230
190517	RNA polymerase II subunit M	POLR2M	81488
132348	WD repeat containing antisense to TP53	WRAP53	55135
210498	cingulin	CGN	57530
138098	ring finger protein; transmembrane 2	RNFT2	84900
109667			
156792	maternal embryonic leucine zipper kinase	MELK	9833
203360	globoside alpha-1;3-N-acetylgalactosaminyltransferase 1	GBGT1	26301
174376	microtubule associated protein 1 light chain 3 alpha	MAP1LC3A	84557
195083			
114873			
129851	family with sequence similarity 159 member A	FAM159A	348378
172734			
156790	collagen type II alpha 1 chain	COL2A1	1280
100890	oxysterol binding protein like 10	OSBPL10	114884
164929	rhotekin	RTKN	6242
220747	inositol hexakisphosphate kinase 2	IP6K2	51447
115385	ribosomal RNA processing 1	RRP1	8568
230418			
196524			
152936	solute carrier family 43 member 1	SLC43A1	8501
210334	protein phosphatase 1 regulatory subunit 13 like	PPP1R13L	10848
158321	casein kinase 2 alpha 1	CSNK2A1	1457
222675			
407873	chondroitin sulfate proteoglycan 4	CSPG4	1464
201099	ubiquitin specific peptidase 14	USP14	9097
195542	NOP9 nucleolar protein	NOP9	161424
194177			
182307	glutamine rich 1	QRICH1	54870
164278			
188773	ribosomal protein L17	RPL17	6139
104707			
180305	lactase like	LCTL	197021
166592	FYVE; RhoGEF and PH domain containing 4	FGD4	121512
129694	MON2 homolog; regulator of endosome-to-Golgi trafficking	MON2	23041
138703	oxidative stress responsive 1	OXSR1	9943
228719			
115847	membrane spanning 4-domains A1	MS4A1	931
147323			
108230	small nuclear ribonucleoprotein U5 subunit 40	SNRNP40	9410
166239			
212006			
228702			
210971	MAGE family member B4	MAGEB4	4115
142038			
235488	ectonucleotide pyrophosphatase/phosphodiesterase 7	ENPP7	339221
152002	G protein-coupled receptor 26	GPR26	2849
122823	TDP-glucose 4;6-dehydratase	TGDS	23483
188609	general transcription factor IIE subunit 2	GTF2E2	2961
223927			
120662	T-cell leukemia translocation altered	TCTA	6988
129829	Rho family GTPase 3	RND3	390
197230			
125216	transmembrane channel like 7	TMC7	79905
105743	DIS3 homolog; exosome endoribonuclease and 3'-5' exoribonuclease	DIS3	22894
150930			
107398	dedicator of cytokinesis 10	DOCK10	55619
160673	USO1 vesicle transport factor	USO1	8615
176799	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1	FOLH1B///FOLH1	219595///2346
137638			
191945			
145487	glycerol-3-phosphate acyltransferase; mitochondrial	GPAM	57678
155780	ankyrin 2; neuronal	ANK2	287
157342	arginine and serine rich protein 1	RSRP1	57035
189271	ligand of numb-protein X 1	LNX1	84708
235648			
223065			
184902			
233898			
108781			
137521	integrin subunit alpha E	ITGAE	3682
229259			
124107	RAB35; member RAS oncogene family	RAB35	11021
172008	transcription elongation factor A N-terminal and central domain containing 2	TCEANC2	127428
175528			
133511	CCAAT/enhancer binding protein epsilon	CEBPE	1053
182125	ubiquitin specific peptidase 48	USP48	84196
212042	ribosomal protein S19	RPS19	6223
361375			
183982	sphingomyelin phosphodiesterase 4	SMPD4	55627
236585			
235154	G protein-coupled receptor 155	GPR155	151556
193002			
222174			
234266	ring finger protein 144B	RNF144B	255488
689720	keratin associated protein 11-1	KRTAP11-1	337880
203038	gamma-aminobutyric acid type A receptor rho1 subunit	GABRR1	2569
215776	phosphatidylethanolamine binding protein 1	PEBP1	5037
134281			
115926	24-dehydrocholesterol reductase	DHCR24	1718
158722	pipecolic acid and sarcosine oxidase	PIPOX	51268
109859	adenylate kinase 8	AK8	158067
188222			
202509	insulin like growth factor binding protein 1	IGFBP1	3484
230431			
232671			
148396	TATA-box binding protein associated factor; RNA polymerase I subunit D	TAF1D	79101
114299	ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAMTS19	171019
232203			
199719	methyltransferase like 2A///methyltransferase like 2B	METTL2A///METTL2B	339175///55798
119049	ribosomal protein L3	RPL3	6122
150454	armadillo repeat gene deleted in velocardiofacial syndrome	ARVCF	421
203320	histone cluster 1; H1d	HIST1H1D	3007
113610			
139011	retinol dehydrogenase 10 (all-trans)	RDH10	157506
158297	trace amine associated receptor 9 (gene/pseudogene)	TAAR9	134860
171172	G protein subunit alpha q	GNAQ	2776
154578	reactive oxygen species modulator 1	ROMO1	140823
257261			
671771	UPF3 regulator of nonsense transcripts homolog A (yeast)	UPF3A	65110
157176			
106918			
162580			
230790			
223959			
119323	proline rich coiled-coil 2A	PRRC2A	7916
224271	DDB1 and CUL4 associated factor 12 like 1	DCAF12L1	139170
233065			
190674	eukaryotic translation initiation factor 3 subunit C	EIF3C	8663
206072	selenoprotein O	SELO	83642
216437	HORMA domain containing 1	HORMAD1	84072
192662	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)	OR52N4	390072
145754	interleukin 27 receptor subunit alpha	IL27RA	9466
231372	zinc finger AN1-type containing 5	ZFAND5	7763
199798	transmembrane and coiled-coil domains 3	TMCO3	55002
403475			
235080			
146833			
232450			
164435	myeloid differentiation primary response 88	MYD88	4615
197129			
145919	matrix metallopeptidase 7	MMP7	4316
695307	heparanase	HPSE	10855
219497			
229057			
124956	THAP domain containing 6	THAP6	152815
207856	tripartite motif containing 37	TRIM37	4591
203663	signal transducer and activator of transcription 2	STAT2	6773
104760	B-box and SPRY domain containing	BSPRY	54836
204868	diacylglycerol lipase alpha	DAGLA	747
166400	NOP2/Sun RNA methyltransferase family member 5	NSUN5	55695
691129			
161865			
223987	cartilage intermediate layer protein 2	CILP2	148113
125202	apoptosis-inducing; TAF9-like domain 1	APITD1	378708
175860	chromosome 6 open reading frame 25	C6orf25	80739
143196			
140135			
142887	keratin associated protein 4-2	KRTAP4-2	85291
172292	CD37 molecule	CD37	951
216803			
110800			
210697			
159602	S100 calcium binding protein A12	S100A12	6283
120935	quiescin sulfhydryl oxidase 1	QSOX1	5768
174203	4-aminobutyrate aminotransferase	ABAT	18
120287			
236396			
214753	ribosomal protein S26	RPS26	6231
113121			
129786			
218380	homeobox B6	HOXB6	3216
178164	keratinocyte differentiation factor 1	KDF1	126695
191521			
134530	S-phase kinase-associated protein 1	SKP1	6500
192529	keratin associated protein 4-5	KRTAP4-5	85289
225079			
102213	trans-2;3-enoyl-CoA reductase-like	TECRL	253017
169878	zinc finger and BTB domain containing 32	ZBTB32	27033
179164	tumor necrosis factor superfamily member 18	TNFSF18	8995
230624			
104959			
175473	PIH1 domain containing 3	PIH1D3	139212
144266	ARP6 actin-related protein 6 homolog	ACTR6	64431
205644	acyl-CoA thioesterase 4	ACOT4	122970
175078			
233145	ELM2 and Myb/SANT domain containing 1	ELMSAN1	91748
113868	transmembrane protein 170A	TMEM170A	124491
117590	unc-45 myosin chaperone A	UNC45A	55898
713820			
210314	TBC1 domain family member 4	TBC1D4	9882
182678			
197256			
103291			
208387	Rho guanine nucleotide exchange factor 17	ARHGEF17	9828
117606			
229838			
192539	SLIT-ROBO Rho GTPase activating protein 1	SRGAP1	57522
179262			
227652	phosphodiesterase 8B	PDE8B	8622
356633			
204606	ARP3 actin related protein 3 homolog B	ACTR3B	57180
204141	SUMO1/sentrin/SMT3 specific peptidase 3	SENP3	26168
102718	mitogen-activated protein kinase associated protein 1	MAPKAP1	79109
123311			
228229			
151669	solute carrier family 13 member 5	SLC13A5	284111
208420	neurexin 2	NRXN2	9379
189872			
267878			
222403			
229767			
204651	uracil DNA glycosylase	UNG	7374
114657			
236357			
122996	neurexophilin and PC-esterase domain family member 4	NXPE4	54827
206251	zinc finger and BTB domain containing 5	ZBTB5	9925
222566			
132490			
220588	MAP7 domain containing 2	MAP7D2	256714
215784	interleukin 33	IL33	90865
106177			
165381	rhomboid like 2	RHBDL2	54933
157083	family with sequence similarity 65 member B	FAM65B	9750
105582	ATPase phospholipid transporting 8B4 (putative)	ATP8B4	79895
174501			
202346	lysyl-tRNA synthetase	KARS	3735
236364			
165124			
123838	msh homeobox 1	MSX1	4487
215837			
190945	prostaglandin E synthase	PTGES	9536
219049			
204147			
119953			
193899	protein phosphatase 1 regulatory subunit 13B	PPP1R13B	23368
120399	pregnancy specific beta-1-glycoprotein 8///pregnancy specific beta-1-glycoprotein 1	PSG8///PSG1	440533///5669
232805			
103665			
235211			
235078			
125729	STEAP3 metalloreductase	STEAP3	55240
135701	ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAMTS17	170691
221503	guanylate binding protein 3	GBP3	2635
194821	apoptotic peptidase activating factor 1	APAF1	317
711187			
222497	ovarian tumor suppressor candidate 2///diphthamide biosynthesis 1	OVCA2///DPH1	124641///1801
319171			
187161	family with sequence similarity 107 member B	FAM107B	83641
221403			
106160	polymeric immunoglobulin receptor	PIGR	5284
702714			
113582			
163166	myeloid leukemia factor 2	MLF2	8079
183881			
124377	neudesin neurotrophic factor	NENF	29937
187430	armadillo repeat containing 2	ARMC2	84071
174889	centriolin	CNTRL	11064
196635	NPHS2; podocin	NPHS2	7827
148603			
221769			
210363	protein phosphatase 1 regulatory subunit 3B	PPP1R3B	79660
214502	kinesin family member 3A	KIF3A	11127
134677	coiled-coil domain containing 191	CCDC191	57577
181127	carboxylesterase 1	CES1	1066
233826			
222896			
104119	four jointed box 1	FJX1	24147
152552			
191595	A-kinase anchoring protein 6	AKAP6	9472
157936			
238429			
235963	heat shock protein family A (Hsp70) member 4 like	HSPA4L	22824
260885	CREB regulated transcription coactivator 3	CRTC3	64784
217539	CCR4-NOT transcription complex subunit 4	CNOT4	4850
210266			
282913			
185207	nucleotide binding oligomerization domain containing 2	NOD2	64127
178658	neuralized E3 ubiquitin protein ligase 4	NEURL4	84461
228651			
218140	piggyBac transposable element derived 3	PGBD3	267004
168859	histone deacetylase 4	HDAC4	9759
108672	hemoglobin subunit delta	HBD	3045
159511	G protein subunit gamma 3	GNG3	2785
115752	programmed cell death 5	PDCD5	9141
10694430			
214774	ubiquinol-cytochrome c reductase; Rieske iron-sulfur polypeptide 1	UQCRFS1	7386
224328			
166553			
225769	solute carrier family 29 member 3	SLC29A3	55315
196695	immediate early response 3	IER3	8870
155691			
174773			
105678			
188703	Rho GTPase activating protein 5	ARHGAP5	394
154326	S100 calcium binding protein A6	S100A6	6277
186253			
174192	crystallin gamma C	CRYGC	1420
711614			
118592	forkhead box L2	FOXL2	668
211994			
243855			
234077			
172716	chloride voltage-gated channel 4	CLCN4	1183
102491	solute carrier family 35 member E2B	SLC35E2B	728661
131021	zinc finger MYM-type containing 4	ZMYM4	9202
228631	CKLF like MARVEL transmembrane domain containing 6	CMTM6	54918
126883			
161914	leucine rich repeat containing 57	LRRC57	255252
142351			
149674	anoctamin 7	ANO7	50636
106094	bromodomain adjacent to zinc finger domain 2B	BAZ2B	29994
126069			
172518			
221354			
120975			
246210			
120216			
214331	haloacid dehalogenase like hydrolase domain containing 2	HDHD2	84064
234229			
152777	tRNA splicing endonuclease subunit 34	TSEN34	79042
219235			
144559	cap methyltransferase 1	CMTR1	23070
142526	alcohol dehydrogenase 4 (class II); pi polypeptide	ADH4	127
127582			
