GeneID,Symbol,link,description,chromosome
59,ACTA2,https://www.ncbi.nlm.nih.gov/gene/59,actin alpha 2; smooth muscle,10q23.31
60,ACTB,https://www.ncbi.nlm.nih.gov/gene/60,actin beta,7p22.1
62,ACTBP2,https://www.ncbi.nlm.nih.gov/gene/62,ACTB pseudogene 2,5q14.1
63,ACTBP3,https://www.ncbi.nlm.nih.gov/gene/63,ACTB pseudogene 3,18q21.33
64,ACTBP4,https://www.ncbi.nlm.nih.gov/gene/64,ACTB pseudogene 4,5q31.1
66,ACTBP6,https://www.ncbi.nlm.nih.gov/gene/66,ACTB pseudogene 6,8q21.2
67,ACTBP7,https://www.ncbi.nlm.nih.gov/gene/67,ACTB pseudogene 7,15q15.3
68,ACTBP8,https://www.ncbi.nlm.nih.gov/gene/68,ACTB pseudogene 8,6q15
69,ACTBP9,https://www.ncbi.nlm.nih.gov/gene/69,ACTB pseudogene 9,18q21.33
70,ACTC1,https://www.ncbi.nlm.nih.gov/gene/70,actin alpha cardiac muscle 1,15q14
71,ACTG1,https://www.ncbi.nlm.nih.gov/gene/71,actin gamma 1,17q25.3
72,ACTG2,https://www.ncbi.nlm.nih.gov/gene/72,actin gamma 2; smooth muscle,2p13.1
73,ACTG1P1,https://www.ncbi.nlm.nih.gov/gene/73,actin gamma 1 pseudogene 1,3q23
74,ACTG1P2,https://www.ncbi.nlm.nih.gov/gene/74,actin gamma 1 pseudogene 2,Yq11.222
75,ACTG1P3,https://www.ncbi.nlm.nih.gov/gene/75,actin gamma 1 pseudogene 3,20p13
78,ACTG1P6,https://www.ncbi.nlm.nih.gov/gene/78,actin gamma 1 pseudogene 6,1p21
79,ACTG1P7,https://www.ncbi.nlm.nih.gov/gene/79,actin gamma 1 pseudogene 7,1p21
80,ACTG1P8,https://www.ncbi.nlm.nih.gov/gene/80,actin gamma 1 pseudogene 8,1p21
81,ACTN4,https://www.ncbi.nlm.nih.gov/gene/81,actinin alpha 4,19q13.2
82,ACTG1P9,https://www.ncbi.nlm.nih.gov/gene/82,actin gamma 1 pseudogene 9,6p12.3
83,ACTG1P10,https://www.ncbi.nlm.nih.gov/gene/83,actin gamma 1 pseudogene 10,Xp11.22
86,ACTL6A,https://www.ncbi.nlm.nih.gov/gene/86,actin like 6A,3q26.33
87,ACTN1,https://www.ncbi.nlm.nih.gov/gene/87,actinin alpha 1,14q24.1
88,ACTN2,https://www.ncbi.nlm.nih.gov/gene/88,actinin alpha 2,1q43
89,ACTN3,https://www.ncbi.nlm.nih.gov/gene/89,actinin alpha 3,11q13.2
90,ACVR1,https://www.ncbi.nlm.nih.gov/gene/90,activin A receptor type 1,2q24.1
91,ACVR1B,https://www.ncbi.nlm.nih.gov/gene/91,activin A receptor type 1B,12q13.13
92,ACVR2A,https://www.ncbi.nlm.nih.gov/gene/92,activin A receptor type 2A,2q22.3-q23.1
93,ACVR2B,https://www.ncbi.nlm.nih.gov/gene/93,activin A receptor type 2B,3p22.2
94,ACVRL1,https://www.ncbi.nlm.nih.gov/gene/94,activin A receptor like type 1,12q13.13
95,ACY1,https://www.ncbi.nlm.nih.gov/gene/95,aminoacylase 1,3p21.2
97,ACYP1,https://www.ncbi.nlm.nih.gov/gene/97,acylphosphatase 1,14q24.3
98,ACYP2,https://www.ncbi.nlm.nih.gov/gene/98,acylphosphatase 2,2p16.2
100,ADA,https://www.ncbi.nlm.nih.gov/gene/100,adenosine deaminase,20q13.12
101,ADAM8,https://www.ncbi.nlm.nih.gov/gene/101,ADAM metallopeptidase domain 8,10q26.3
102,ADAM10,https://www.ncbi.nlm.nih.gov/gene/102,ADAM metallopeptidase domain 10,15q21.3
103,ADAR,https://www.ncbi.nlm.nih.gov/gene/103,adenosine deaminase RNA specific,1q21.3
104,ADARB1,https://www.ncbi.nlm.nih.gov/gene/104,adenosine deaminase RNA specific B1,21q22.3
105,ADARB2,https://www.ncbi.nlm.nih.gov/gene/105,adenosine deaminase RNA specific B2 (inactive),10p15.3
106,ADCP1,https://www.ncbi.nlm.nih.gov/gene/106,adenosine deaminase complexing protein 1,6
107,ADCY1,https://www.ncbi.nlm.nih.gov/gene/107,adenylate cyclase 1,7p12.3
108,ADCY2,https://www.ncbi.nlm.nih.gov/gene/108,adenylate cyclase 2,5p15.31
109,ADCY3,https://www.ncbi.nlm.nih.gov/gene/109,adenylate cyclase 3,2p23.3
111,ADCY5,https://www.ncbi.nlm.nih.gov/gene/111,adenylate cyclase 5,3q21.1
112,ADCY6,https://www.ncbi.nlm.nih.gov/gene/112,adenylate cyclase 6,12q13.12
113,ADCY7,https://www.ncbi.nlm.nih.gov/gene/113,adenylate cyclase 7,16q12.1
114,ADCY8,https://www.ncbi.nlm.nih.gov/gene/114,adenylate cyclase 8,8q24.22
115,ADCY9,https://www.ncbi.nlm.nih.gov/gene/115,adenylate cyclase 9,16p13.3
116,ADCYAP1,https://www.ncbi.nlm.nih.gov/gene/116,adenylate cyclase activating polypeptide 1,18p11.32
117,ADCYAP1R1,https://www.ncbi.nlm.nih.gov/gene/117,ADCYAP receptor type I,7p14.3
118,ADD1,https://www.ncbi.nlm.nih.gov/gene/118,adducin 1,4p16.3
119,ADD2,https://www.ncbi.nlm.nih.gov/gene/119,adducin 2,2p13.3
120,ADD3,https://www.ncbi.nlm.nih.gov/gene/120,adducin 3,10q25.1-q25.2
123,PLIN2,https://www.ncbi.nlm.nih.gov/gene/123,perilipin 2,9p22.1
124,ADH1A,https://www.ncbi.nlm.nih.gov/gene/124,alcohol dehydrogenase 1A (class I); alpha polypeptide,4q23
125,ADH1B,https://www.ncbi.nlm.nih.gov/gene/125,alcohol dehydrogenase 1B (class I); beta polypeptide,4q23
126,ADH1C,https://www.ncbi.nlm.nih.gov/gene/126,alcohol dehydrogenase 1C (class I); gamma polypeptide,4q23
127,ADH4,https://www.ncbi.nlm.nih.gov/gene/127,alcohol dehydrogenase 4 (class II); pi polypeptide,4q23
128,ADH5,https://www.ncbi.nlm.nih.gov/gene/128,alcohol dehydrogenase 5 (class III); chi polypeptide,4q23
130,ADH6,https://www.ncbi.nlm.nih.gov/gene/130,alcohol dehydrogenase 6 (class V),4q23
131,ADH7,https://www.ncbi.nlm.nih.gov/gene/131,alcohol dehydrogenase 7 (class IV); mu or sigma polypeptide,4q23
132,ADK,https://www.ncbi.nlm.nih.gov/gene/132,adenosine kinase,10q22.2
133,ADM,https://www.ncbi.nlm.nih.gov/gene/133,adrenomedullin,11p15.4
134,ADORA1,https://www.ncbi.nlm.nih.gov/gene/134,adenosine A1 receptor,1q32.1
135,ADORA2A,https://www.ncbi.nlm.nih.gov/gene/135,adenosine A2a receptor,22q11.23
136,ADORA2B,https://www.ncbi.nlm.nih.gov/gene/136,adenosine A2b receptor,17p12
137,ADORA2BP1,https://www.ncbi.nlm.nih.gov/gene/137,adenosine A2b receptor pseudogene 1,1q32.2
140,ADORA3,https://www.ncbi.nlm.nih.gov/gene/140,adenosine A3 receptor,1p13.2
141,ADPRH,https://www.ncbi.nlm.nih.gov/gene/141,ADP-ribosylarginine hydrolase,3q13.33
142,PARP1,https://www.ncbi.nlm.nih.gov/gene/142,poly(ADP-ribose) polymerase 1,1q42.12
143,PARP4,https://www.ncbi.nlm.nih.gov/gene/143,poly(ADP-ribose) polymerase family member 4,13q12.12
144,PARP1P1,https://www.ncbi.nlm.nih.gov/gene/144,poly(ADP-ribose) polymerase 1 pseudogene 1,13q34
145,PARP1P2,https://www.ncbi.nlm.nih.gov/gene/145,poly(ADP-ribose) polymerase 1 pseudogene 2,14q23.2
146,ADRA1D,https://www.ncbi.nlm.nih.gov/gene/146,adrenoceptor alpha 1D,20p13
147,ADRA1B,https://www.ncbi.nlm.nih.gov/gene/147,adrenoceptor alpha 1B,5q33.3
148,ADRA1A,https://www.ncbi.nlm.nih.gov/gene/148,adrenoceptor alpha 1A,8p21.2
150,ADRA2A,https://www.ncbi.nlm.nih.gov/gene/150,adrenoceptor alpha 2A,10q25.2
151,ADRA2B,https://www.ncbi.nlm.nih.gov/gene/151,adrenoceptor alpha 2B,2q11.2
152,ADRA2C,https://www.ncbi.nlm.nih.gov/gene/152,adrenoceptor alpha 2C,4p16.3
153,ADRB1,https://www.ncbi.nlm.nih.gov/gene/153,adrenoceptor beta 1,10q25.3
154,ADRB2,https://www.ncbi.nlm.nih.gov/gene/154,adrenoceptor beta 2,5q32
155,ADRB3,https://www.ncbi.nlm.nih.gov/gene/155,adrenoceptor beta 3,8p11.23
156,GRK2,https://www.ncbi.nlm.nih.gov/gene/156,G protein-coupled receptor kinase 2,11q13.2
157,GRK3,https://www.ncbi.nlm.nih.gov/gene/157,G protein-coupled receptor kinase 3,22q12.1
158,ADSL,https://www.ncbi.nlm.nih.gov/gene/158,adenylosuccinate lyase,22q13.1
159,ADSS2,https://www.ncbi.nlm.nih.gov/gene/159,adenylosuccinate synthase 2,1q44
160,AP2A1,https://www.ncbi.nlm.nih.gov/gene/160,adaptor related protein complex 2 subunit alpha 1,19q13.33
161,AP2A2,https://www.ncbi.nlm.nih.gov/gene/161,adaptor related protein complex 2 subunit alpha 2,11p15.5
162,AP1B1,https://www.ncbi.nlm.nih.gov/gene/162,adaptor related protein complex 1 subunit beta 1,22q12.2
163,AP2B1,https://www.ncbi.nlm.nih.gov/gene/163,adaptor related protein complex 2 subunit beta 1,17q12
164,AP1G1,https://www.ncbi.nlm.nih.gov/gene/164,adaptor related protein complex 1 subunit gamma 1,16q22.2
165,AEBP1,https://www.ncbi.nlm.nih.gov/gene/165,AE binding protein 1,7p13
166,TLE5,https://www.ncbi.nlm.nih.gov/gene/166,TLE family member 5; transcriptional modulator,19p13.3
167,CRISP1,https://www.ncbi.nlm.nih.gov/gene/167,cysteine rich secretory protein 1,6p12.3
172,AFG3L1P,https://www.ncbi.nlm.nih.gov/gene/172,AFG3 like matrix AAA peptidase subunit 1; pseudogene,16q24.3
173,AFM,https://www.ncbi.nlm.nih.gov/gene/173,afamin,4q13.3
174,AFP,https://www.ncbi.nlm.nih.gov/gene/174,alpha fetoprotein,4q13.3
175,AGA,https://www.ncbi.nlm.nih.gov/gene/175,aspartylglucosaminidase,4q34.3
176,ACAN,https://www.ncbi.nlm.nih.gov/gene/176,aggrecan,15q26.1
177,AGER,https://www.ncbi.nlm.nih.gov/gene/177,advanced glycosylation end-product specific receptor,6p21.32
178,AGL,https://www.ncbi.nlm.nih.gov/gene/178,amylo-alpha-1; 6-glucosidase; 4-alpha-glucanotransferase,1p21.2
181,AGRP,https://www.ncbi.nlm.nih.gov/gene/181,agouti related neuropeptide,16q22.1
182,JAG1,https://www.ncbi.nlm.nih.gov/gene/182,jagged canonical Notch ligand 1,20p12.2
183,AGT,https://www.ncbi.nlm.nih.gov/gene/183,angiotensinogen,1q42.2
185,AGTR1,https://www.ncbi.nlm.nih.gov/gene/185,angiotensin II receptor type 1,3q24
186,AGTR2,https://www.ncbi.nlm.nih.gov/gene/186,angiotensin II receptor type 2,Xq23
187,APLNR,https://www.ncbi.nlm.nih.gov/gene/187,apelin receptor,11q12.1
189,AGXT,https://www.ncbi.nlm.nih.gov/gene/189,alanine--glyoxylate and serine--pyruvate aminotransferase,2q37.3
190,NR0B1,https://www.ncbi.nlm.nih.gov/gene/190,nuclear receptor subfamily 0 group B member 1,Xp21.2
191,AHCY,https://www.ncbi.nlm.nih.gov/gene/191,adenosylhomocysteinase,20q11.22
196,AHR,https://www.ncbi.nlm.nih.gov/gene/196,aryl hydrocarbon receptor,7p21.1
197,AHSG,https://www.ncbi.nlm.nih.gov/gene/197,alpha 2-HS glycoprotein,3q27.3
199,AIF1,https://www.ncbi.nlm.nih.gov/gene/199,allograft inflammatory factor 1,6p21.33
202,CRYBG1,https://www.ncbi.nlm.nih.gov/gene/202,crystallin beta-gamma domain containing 1,6q21
203,AK1,https://www.ncbi.nlm.nih.gov/gene/203,adenylate kinase 1,9q34.11
204,AK2,https://www.ncbi.nlm.nih.gov/gene/204,adenylate kinase 2,1p35.1
205,AK4,https://www.ncbi.nlm.nih.gov/gene/205,adenylate kinase 4,1p31.3
206,AK4P1,https://www.ncbi.nlm.nih.gov/gene/206,adenylate kinase 4 pseudogene 1,17q11.2
207,AKT1,https://www.ncbi.nlm.nih.gov/gene/207,AKT serine/threonine kinase 1,14q32.33
208,AKT2,https://www.ncbi.nlm.nih.gov/gene/208,AKT serine/threonine kinase 2,19q13.2
210,ALAD,https://www.ncbi.nlm.nih.gov/gene/210,aminolevulinate dehydratase,9q32
211,ALAS1,https://www.ncbi.nlm.nih.gov/gene/211,5-aminolevulinate synthase 1,3p21.2
212,ALAS2,https://www.ncbi.nlm.nih.gov/gene/212,5-aminolevulinate synthase 2,Xp11.21
213,ALB,https://www.ncbi.nlm.nih.gov/gene/213,albumin,4q13.3
214,ALCAM,https://www.ncbi.nlm.nih.gov/gene/214,activated leukocyte cell adhesion molecule,3q13.11
215,ABCD1,https://www.ncbi.nlm.nih.gov/gene/215,ATP binding cassette subfamily D member 1,Xq28
216,ALDH1A1,https://www.ncbi.nlm.nih.gov/gene/216,aldehyde dehydrogenase 1 family member A1,9q21.13
217,ALDH2,https://www.ncbi.nlm.nih.gov/gene/217,aldehyde dehydrogenase 2 family member,12q24.12
218,ALDH3A1,https://www.ncbi.nlm.nih.gov/gene/218,aldehyde dehydrogenase 3 family member A1,17p11.2
219,ALDH1B1,https://www.ncbi.nlm.nih.gov/gene/219,aldehyde dehydrogenase 1 family member B1,9p13.1
220,ALDH1A3,https://www.ncbi.nlm.nih.gov/gene/220,aldehyde dehydrogenase 1 family member A3,15q26.3
221,ALDH3B1,https://www.ncbi.nlm.nih.gov/gene/221,aldehyde dehydrogenase 3 family member B1,11q13.2
222,ALDH3B2,https://www.ncbi.nlm.nih.gov/gene/222,aldehyde dehydrogenase 3 family member B2,11q13.2
223,ALDH9A1,https://www.ncbi.nlm.nih.gov/gene/223,aldehyde dehydrogenase 9 family member A1,1q24.1
224,ALDH3A2,https://www.ncbi.nlm.nih.gov/gene/224,aldehyde dehydrogenase 3 family member A2,17p11.2
225,ABCD2,https://www.ncbi.nlm.nih.gov/gene/225,ATP binding cassette subfamily D member 2,12q12
226,ALDOA,https://www.ncbi.nlm.nih.gov/gene/226,aldolase; fructose-bisphosphate A,16p11.2
228,ALDOAP2,https://www.ncbi.nlm.nih.gov/gene/228,ALDOA pseudogene 2,10q26.13
229,ALDOB,https://www.ncbi.nlm.nih.gov/gene/229,aldolase; fructose-bisphosphate B,9q31.1
230,ALDOC,https://www.ncbi.nlm.nih.gov/gene/230,aldolase; fructose-bisphosphate C,17q11.2
231,AKR1B1,https://www.ncbi.nlm.nih.gov/gene/231,aldo-keto reductase family 1 member B,7q33
236,AKR1B1P2,https://www.ncbi.nlm.nih.gov/gene/236,aldo-keto reductase family 1 member B1 pseudogene 2,3p12.3
238,ALK,https://www.ncbi.nlm.nih.gov/gene/238,ALK receptor tyrosine kinase,2p23.2-p23.1
239,ALOX12,https://www.ncbi.nlm.nih.gov/gene/239,arachidonate 12-lipoxygenase; 12S type,17p13.1
240,ALOX5,https://www.ncbi.nlm.nih.gov/gene/240,arachidonate 5-lipoxygenase,10q11.21
241,ALOX5AP,https://www.ncbi.nlm.nih.gov/gene/241,arachidonate 5-lipoxygenase activating protein,13q12.3
242,ALOX12B,https://www.ncbi.nlm.nih.gov/gene/242,arachidonate 12-lipoxygenase; 12R type,17p13.1
243,ALOX12P1,https://www.ncbi.nlm.nih.gov/gene/243,arachidonate 12-lipoxygenase pseudogene 1,17q11.2
245,ALOX12P2,https://www.ncbi.nlm.nih.gov/gene/245,arachidonate 12-lipoxygenase pseudogene 2,17p13.1
246,ALOX15,https://www.ncbi.nlm.nih.gov/gene/246,arachidonate 15-lipoxygenase,17p13.2
247,ALOX15B,https://www.ncbi.nlm.nih.gov/gene/247,arachidonate 15-lipoxygenase type B,17p13.1
248,ALPI,https://www.ncbi.nlm.nih.gov/gene/248,alkaline phosphatase; intestinal,2q37.1
249,ALPL,https://www.ncbi.nlm.nih.gov/gene/249,alkaline phosphatase; biomineralization associated,1p36.12
250,ALPP,https://www.ncbi.nlm.nih.gov/gene/250,alkaline phosphatase; placental,2q37.1
251,ALPG,https://www.ncbi.nlm.nih.gov/gene/251,alkaline phosphatase; germ cell,2q37.1
257,ALX3,https://www.ncbi.nlm.nih.gov/gene/257,ALX homeobox 3,1p13.3
258,AMBN,https://www.ncbi.nlm.nih.gov/gene/258,ameloblastin,4q13.3
259,AMBP,https://www.ncbi.nlm.nih.gov/gene/259,alpha-1-microglobulin/bikunin precursor,9q32
262,AMD1,https://www.ncbi.nlm.nih.gov/gene/262,adenosylmethionine decarboxylase 1,6q21
263,AMD1P2,https://www.ncbi.nlm.nih.gov/gene/263,adenosylmethionine decarboxylase 1 pseudogene 2,Xq28 and Yq12
265,AMELX,https://www.ncbi.nlm.nih.gov/gene/265,amelogenin X-linked,Xp22.2
266,AMELY,https://www.ncbi.nlm.nih.gov/gene/266,amelogenin Y-linked,Yp11.2
267,AMFR,https://www.ncbi.nlm.nih.gov/gene/267,autocrine motility factor receptor,16q13
268,AMH,https://www.ncbi.nlm.nih.gov/gene/268,anti-Mullerian hormone,19p13.3
269,AMHR2,https://www.ncbi.nlm.nih.gov/gene/269,anti-Mullerian hormone receptor type 2,12q13.13
270,AMPD1,https://www.ncbi.nlm.nih.gov/gene/270,adenosine monophosphate deaminase 1,1p13.2
271,AMPD2,https://www.ncbi.nlm.nih.gov/gene/271,adenosine monophosphate deaminase 2,1p13.3
272,AMPD3,https://www.ncbi.nlm.nih.gov/gene/272,adenosine monophosphate deaminase 3,11p15.4
273,AMPH,https://www.ncbi.nlm.nih.gov/gene/273,amphiphysin,7p14.1
274,BIN1,https://www.ncbi.nlm.nih.gov/gene/274,bridging integrator 1,2q14.3
275,AMT,https://www.ncbi.nlm.nih.gov/gene/275,aminomethyltransferase,3p21.31
276,AMY1A,https://www.ncbi.nlm.nih.gov/gene/276,amylase alpha 1A,1p21.1
277,AMY1B,https://www.ncbi.nlm.nih.gov/gene/277,amylase alpha 1B,1p21.1
278,AMY1C,https://www.ncbi.nlm.nih.gov/gene/278,amylase alpha 1C,1p21.1
279,AMY2A,https://www.ncbi.nlm.nih.gov/gene/279,amylase alpha 2A,1p21.1
280,AMY2B,https://www.ncbi.nlm.nih.gov/gene/280,amylase alpha 2B,1p21.1
281,AMYP1,https://www.ncbi.nlm.nih.gov/gene/281,amylase alpha pseudogene 1,1p21.1
282,ANCR,https://www.ncbi.nlm.nih.gov/gene/282,Angelman syndrome chromosome region,15q11-q12
283,ANG,https://www.ncbi.nlm.nih.gov/gene/283,angiogenin,14q11.2
284,ANGPT1,https://www.ncbi.nlm.nih.gov/gene/284,angiopoietin 1,8q23.1
285,ANGPT2,https://www.ncbi.nlm.nih.gov/gene/285,angiopoietin 2,8p23.1
286,ANK1,https://www.ncbi.nlm.nih.gov/gene/286,ankyrin 1,8p11.21
287,ANK2,https://www.ncbi.nlm.nih.gov/gene/287,ankyrin 2,4q25-q26
288,ANK3,https://www.ncbi.nlm.nih.gov/gene/288,ankyrin 3,10q21.2
290,ANPEP,https://www.ncbi.nlm.nih.gov/gene/290,alanyl aminopeptidase; membrane,15q26.1
291,SLC25A4,https://www.ncbi.nlm.nih.gov/gene/291,solute carrier family 25 member 4,4q35.1
292,SLC25A5,https://www.ncbi.nlm.nih.gov/gene/292,solute carrier family 25 member 5,Xq24
293,SLC25A6,https://www.ncbi.nlm.nih.gov/gene/293,solute carrier family 25 member 6,Xp22.32 and Yp11.3
301,ANXA1,https://www.ncbi.nlm.nih.gov/gene/301,annexin A1,9q21.13
302,ANXA2,https://www.ncbi.nlm.nih.gov/gene/302,annexin A2,15q22.2
303,ANXA2P1,https://www.ncbi.nlm.nih.gov/gene/303,annexin A2 pseudogene 1,4q31.3
304,ANXA2P2,https://www.ncbi.nlm.nih.gov/gene/304,annexin A2 pseudogene 2,9p13.3
305,ANXA2P3,https://www.ncbi.nlm.nih.gov/gene/305,annexin A2 pseudogene 3,10q21.3
306,ANXA3,https://www.ncbi.nlm.nih.gov/gene/306,annexin A3,4q21.21
307,ANXA4,https://www.ncbi.nlm.nih.gov/gene/307,annexin A4,2p13.3
308,ANXA5,https://www.ncbi.nlm.nih.gov/gene/308,annexin A5,4q27
309,ANXA6,https://www.ncbi.nlm.nih.gov/gene/309,annexin A6,5q33.1
310,ANXA7,https://www.ncbi.nlm.nih.gov/gene/310,annexin A7,10q22.2
311,ANXA11,https://www.ncbi.nlm.nih.gov/gene/311,annexin A11,10q22.3
312,ANXA13,https://www.ncbi.nlm.nih.gov/gene/312,annexin A13,8q24.13
313,AOAH,https://www.ncbi.nlm.nih.gov/gene/313,acyloxyacyl hydrolase,7p14.2
314,AOC2,https://www.ncbi.nlm.nih.gov/gene/314,amine oxidase copper containing 2,17q21.31
316,AOX1,https://www.ncbi.nlm.nih.gov/gene/316,aldehyde oxidase 1,2q33.1
317,APAF1,https://www.ncbi.nlm.nih.gov/gene/317,apoptotic peptidase activating factor 1,12q23.1
318,NUDT2,https://www.ncbi.nlm.nih.gov/gene/318,nudix hydrolase 2,9p13.3
319,APOF,https://www.ncbi.nlm.nih.gov/gene/319,apolipoprotein F,12q13.3
320,APBA1,https://www.ncbi.nlm.nih.gov/gene/320,amyloid beta precursor protein binding family A member 1,9q21.12
321,APBA2,https://www.ncbi.nlm.nih.gov/gene/321,amyloid beta precursor protein binding family A member 2,15q13.1
322,APBB1,https://www.ncbi.nlm.nih.gov/gene/322,amyloid beta precursor protein binding family B member 1,11p15.4
323,APBB2,https://www.ncbi.nlm.nih.gov/gene/323,amyloid beta precursor protein binding family B member 2,4p14-p13
324,APC,https://www.ncbi.nlm.nih.gov/gene/324,APC regulator of WNT signaling pathway,5q22.2
325,APCS,https://www.ncbi.nlm.nih.gov/gene/325,amyloid P component; serum,1q23.2
326,AIRE,https://www.ncbi.nlm.nih.gov/gene/326,autoimmune regulator,21q22.3
327,APEH,https://www.ncbi.nlm.nih.gov/gene/327,acylaminoacyl-peptide hydrolase,3p21.31
328,APEX1,https://www.ncbi.nlm.nih.gov/gene/328,apurinic/apyrimidinic endodeoxyribonuclease 1,14q11.2
329,BIRC2,https://www.ncbi.nlm.nih.gov/gene/329,baculoviral IAP repeat containing 2,11q22.2
330,BIRC3,https://www.ncbi.nlm.nih.gov/gene/330,baculoviral IAP repeat containing 3,11q22.2
331,XIAP,https://www.ncbi.nlm.nih.gov/gene/331,X-linked inhibitor of apoptosis,Xq25
332,BIRC5,https://www.ncbi.nlm.nih.gov/gene/332,baculoviral IAP repeat containing 5,17q25.3
