GeneID,Symbol,link,description,chromosome
574336,CXCL9,,C-X-C motif chemokine ligand 9,5
574302,GABRA1,,gamma-aminobutyric acid type A receptor subunit alpha1,6
699616,IL15,,interleukin 15,5
574159,FASLG,,Fas ligand,1
574146,KLRC1,,killer cell lectin like receptor C1,11
100427716,APP,,amyloid beta precursor protein,3
705855,HTRA1,,HtrA serine peptidase 1,9
574359,LYNX1,,Ly6/neurotoxin 1,8
574329,RAMP1,,receptor activity modifying protein 1,12
574114,NPY,,neuropeptide Y,3
699697,DRD4,,dopamine receptor D4,14
709418,TAAR6,,trace amine associated receptor 6,4
711532,MAMU-E,,major histocompatibility complex; class I; E,4
100125571,KIR3DS05,,killer immunoglobulin-like receptor KIR,19
714760,POU5F1,,POU class 5 homeobox 1,4
704930,SPP1,,secreted phosphoprotein 1,5
696625,GPER1,,G protein-coupled estrogen receptor 1,3
100125560,KIR3DL12,,killer-cell Ig-like receptor KIR3DL12,19
722278,LOC722278,,immunoglobulin heavy variable 4-59,7
574353,GAPDH,,glyceraldehyde-3-phosphate dehydrogenase,11
717562,CSH2,,chorionic somatomammotropin hormone 2,16
715141,MICB,,MHC class I polypeptide-related sequence B,4
697814,CD247,,CD247 molecule,1
100424240,CYP2C76,,cytochrome P450 family 2 subfamily C member 76,9
712428,B2M,,beta-2-microglobulin,7
710480,NPAS2,,neuronal PAS domain protein 2,13
706946,IL3,,interleukin 3,6
574362,CHRM1,,cholinergic receptor muscarinic 1,14
574344,GRIA2,,glutamate ionotropic receptor AMPA type subunit 2,5
574095,CRHR1,,corticotropin releasing hormone receptor 1,16
719702,LOC719702,,HLA class I histocompatibility antigen; B-46 alpha chain-like,4
717148,CD1C,,CD1c molecule,1
699869,IL7R,,interleukin 7 receptor,6
699129,ADRB3,,adrenoceptor beta 3,8
613024,PGR,,progesterone receptor,14
697796,DRD1,,dopamine receptor D1,6
705996,APOBEC3D,,apolipoprotein B mRNA editing enzyme catalytic subunit 3D,10
721083,LOC721083,,immunoglobulin heavy variable 4-28,7
574248,MMP26,,matrix metallopeptidase 26,14
710146,ADRB2,,adrenoceptor beta 2,6
100187576,MAMU-AG,,major histocompatibility complex; class I; AG,4
574123,RTD1B,,demidefensin 1,8
693473,RLN2,,relaxin 2,15
713368,CCR3,,C-C motif chemokine receptor 3,2
574360,TLR4,,toll like receptor 4,15
574224,CXCL13,,C-X-C motif chemokine ligand 13,5
720006,FCGR3,,Fc-gamma RIII,1
712862,DRD5,,dopamine receptor D5,5
574378,TLR3,,toll like receptor 3,5
677721,CALB1,,calbindin 1,8
574370,IDO1,,indoleamine 2;3-dioxygenase 1,8
613028,CXCL8,,C-X-C motif chemokine ligand 8,5
712108,C4H6orf136,,chromosome 4 C6orf136 homolog,4
695226,HRH2,,histamine receptor H2,6
706183,TEPP,,testis; prostate and placenta expressed,20
698917,SELENOP,,selenoprotein P,6
700853,PEG10,,paternally expressed 10,3
715559,HBB,,hemoglobin subunit beta,14
613249,UGT2B9*2,,UDP Glucuronosyltransferase 2 family; polypeptide B9*2,5
574147,UGT2B33,,UDP-Glucuronosyltransferase UGT2B33,5
696409,PABPC5,,poly(A) binding protein cytoplasmic 5,X
713170,ALOX5AP,,arachidonate 5-lipoxygenase activating protein,17
717883,PRND,,prion like protein doppel,10
707039,SOX2,,SRY-box transcription factor 2,2
574138,CCL2,,C-C motif chemokine ligand 2,16
574096,SOD1,,superoxide dismutase 1,3
698509,PKIA,,cAMP-dependent protein kinase inhibitor alpha,8
719900,SPRN,,shadow of prion protein,9
100426461,GGTA1,,glycoprotein alpha-galactosyltransferase 1 (inactive),15
721322,OR7D4,,olfactory receptor; family 7; subfamily D; member 4,19
574367,XCL1,,chemokine (C motif) ligand 1,1
710000,GNG2,,G protein subunit gamma 2,7
574223,CXCL3,,chemokine (C-X-C motif) ligand 3,5
100427039,CEND1,,cell cycle exit and neuronal differentiation 1,14
717807,RCVRN,,recoverin,16
714438,MRPL12,,mitochondrial ribosomal protein L12,16
712714,NSMCE3,,NSE3 homolog; SMC5-SMC6 complex component,7
712150,C3H7orf61,,chromosome 3 C7orf61 homolog,3
712138,TAL2,,TAL bHLH transcription factor 2,15
711014,TIMM13,,translocase of inner mitochondrial membrane 13,19
709190,MLLT11,,MLLT11 transcription factor 7 cofactor,1
708119,CPSF4,,cleavage and polyadenylation specific factor 4,3
701930,HBA1,,hemoglobin subunit alpha 1,20
701418,SNRPE,,small nuclear ribonucleoprotein polypeptide E,1
701072,ENHO,,energy homeostasis associated,15
699353,NUDCD3,,NudC domain containing 3,3
699154,ORMDL3,,ORMDL sphingolipid biosynthesis regulator 3,16
697322,RAG1,,recombination activating 1,14
697174,ACOT6,,acyl-CoA thioesterase 6,7
100428437,COX7B2,,cytochrome c oxidase subunit VIIb2,5
100423505,CMC4,,C-X9-C motif containing 4,X
722398,GNG13,,G protein subunit gamma 13,20
716657,PTGES,,prostaglandin E synthase,15
713185,PSMB11,,proteasome subunit beta 11,7
712637,S1PR4,,sphingosine-1-phosphate receptor 4,19
709916,PDZK1IP1,,PDZK1 interacting protein 1,1
709305,LTO1,,LTO1 maturation factor of ABCE1,14
708266,ABRACL,,ABRA C-terminal like,4
706542,KCTD16,,potassium channel tetramerization domain containing 16,6
702770,DUSP21,,dual specificity phosphatase 21,X
701766,PROK1,,prokineticin 1,1
697327,TCAP,,titin-cap,16
697235,HIST1H2AD,,histone cluster 1; H2ad,4
696722,KCNJ11,,potassium inwardly rectifying channel subfamily J member 11,14
696599,BET1L,,Bet1 golgi vesicular membrane trafficking protein like,14
693768,HIST3H2A,,histone cluster 3; H2a,1
100430923,SRRM5,,serine/arginine repetitive matrix 5,19
100430612,GALNT4,,polypeptide N-acetylgalactosaminyltransferase 4,11
100427479,SYNGR1,,synaptogyrin 1,10
100426107,PIGY,,phosphatidylinositol glycan anchor biosynthesis class Y,5
100425863,TUBB4B,,tubulin beta 4B class IVb,15
100424440,C2CD4C,,C2 calcium dependent domain containing 4C,19
100424141,KBTBD6,,kelch repeat and BTB domain containing 6,17
717232,IER2,,immediate early response 2,19
716961,TMEM107,,transmembrane protein 107,16
715799,RANBP6,,RAN binding protein 6,15
715611,IRF2BP1,,interferon regulatory factor 2 binding protein 1,19
714712,TAPT1,,transmembrane anterior posterior transformation 1,5
714659,EID1,,EP300 interacting inhibitor of differentiation 1,7
714170,PAQR9,,progestin and adipoQ receptor family member 9,2
713181,HNRNPA0,,heterogeneous nuclear ribonucleoprotein A0,6
712257,CTNNBIP1,,catenin beta interacting protein 1,1
710537,METAP1,,methionyl aminopeptidase 1,5
709022,FBP1,,fructose-bisphosphatase 1,15
708966,FAM127C,,family with sequence similarity 127; member C,X
708207,FAM43A,,family with sequence similarity 43 member A,2
707461,C19H19orf25,,chromosome 19 C19orf25 homolog,19
705081,LPAR6,,lysophosphatidic acid receptor 6,17
704152,COMTD1,,catechol-O-methyltransferase domain containing 1,9
700362,PNRC1,,proline rich nuclear receptor coactivator 1,4
699351,PARD6A,,par-6 family cell polarity regulator alpha,20
699275,H2BFWT,,H2B histone family; member W; testis-specific,X
698326,GPC1,,glypican 1,12
697712,RAB5A,,RAB5A; member RAS oncogene family,2
695376,OSGIN2,,oxidative stress induced growth inhibitor family member 2,8
694719,RPL23,,ribosomal protein L23,16
694323,TNFAIP8L1,,TNF alpha induced protein 8 like 1,19
694060,ITPRIPL2,,ITPRIP like 2,20
100271729,LOC100271729,,deleted in azoospermia protein 4,Y
722505,FAHD1,,fumarylacetoacetate hydrolase domain containing 1,20
713504,CSTB,,cystatin B,3
712824,KTI12,,KTI12 chromatin associated homolog,1
707908,ADH1B,,alcohol dehydrogenase 1B (class I); beta polypeptide,5
706212,C9H10orf120,,chromosome 9 C10orf120 homolog,9
699438,CXCR3,,C-X-C motif chemokine receptor 3,X
698916,MND1,,meiotic nuclear divisions 1,5
697362,DAP,,death associated protein,6
696415,RPL37A,,ribosomal protein L37a,5
695963,AVPR1B,,arginine vasopressin receptor 1B,1
694843,FEM1A,,fem-1 homolog A,19
613251,PTGER1,,prostaglandin E receptor 1,19
574258,PPP3R2,,protein phosphatase 3 regulatory subunit B; beta,15
100141390,LST1,,leukocyte specific transcript 1,4
613022,SPRR1B,,small proline rich protein 1B,1
100315593,MIR103-1,,microRNA mir-103-1,6
100315511,MIR134,,microRNA mir-134,7
100315253,MIR379,,microRNA mir-379,7
100315176,MIR9-1,,microRNA mir-9-1,1
100315584,MIR486,,microRNA mir-486,8
100315454,MIR369,,microRNA mir-369,7
100315452,MIR299,,microRNA mir-299,7
100315256,MIR409,,microRNA mir-409,7
100315128,MIR24-1,,microRNA mir-24-1,15
574309,LOC574309,,alpha-defensin 2 precursor,Un
104794480,MIR7178,,microRNA mir-7178,1
105841165,MIR155HG,,MIR155 host gene,3
704308,H19,,H19; imprinted maternally expressed transcript (non-protein coding),14
701060,LSM3,,LSM3 homolog; U6 small nuclear RNA and mRNA degradation associated,2
700449,KRT8,,keratin 8,11
716170,TP53,,tumor protein p53,16
708141,HTR2C,,5-hydroxytryptamine receptor 2C,X
613025,ESR1,,estrogen receptor 1,4
574334,CXCL12,,C-X-C motif chemokine ligand 12,9
720904,LOC720904,,immunoglobulin heavy variable 4-59,7
709060,SAMHD1,,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,10
613032,HTR2A,,5-hydroxytryptamine receptor 2A,17
703773,AQP4,,aquaporin 4,18
100125574,KIR3DL1,,killer cell immunoglobulin-like receptor; three domains; long cytoplasmic tail; 1,19
709076,MAMU-F,,major histocompatibility complex; class I; F,4
641436,SPAG11B,,sperm associated antigen 11B,8
574112,CTSK,,cathepsin K,1
722252,ABO,,ABO; alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase,15
713191,CEBPB,,CCAAT enhancer binding protein beta,10
711838,GABRA5,,gamma-aminobutyric acid type A receptor subunit alpha5,7
702048,OXTR,,oxytocin receptor,2
695483,ADCYAP1R1,,ADCYAP receptor type I,3
613250,PPARA,,peroxisome proliferator activated receptor alpha,10
619514,CCL3,,chemokine (C-C motif) ligand 3,16
713829,CXCR6,,C-X-C motif chemokine receptor 6,2
698718,GPR15,,G protein-coupled receptor 15,2
574212,ADIPOQ,,adiponectin; C1Q and collagen domain containing,2
700885,GHV,,growth hormone variant,16
713814,TRIM22,,tripartite motif containing 22,14
703891,PLG,,plasminogen,4
678670,CYP3A4,,cytochrome P450 3A64,3
574395,TLR9,,toll like receptor 9,2
704678,HIF1A,,hypoxia inducible factor 1 subunit alpha,7
697573,ERBB2,,erb-b2 receptor tyrosine kinase 2,16
693341,ERBB4,,erb-b2 receptor tyrosine kinase 4,12
574126,LEPR,,leptin receptor,1
732518,CD80,,CD80 molecule,2
692078,MRGPRX2,,MAS related GPR family member X2,14
718047,IL22,,interleukin 22,11
709332,MSMB,,microseminoprotein beta,9
100169969,DEFB4,,b-defensin2-like,8
619186,CAMP,,cathelicidin antimicrobial peptide,2
574252,OPTN,,optineurin,9
100425079,CHMP1B,,charged multivesicular body protein 1B,18
114669750,CHTF8,,chromosome transmission fidelity factor 8,20
114677671,LOC114677671,,histone H3.1-like,4
714610,PROM1,,prominin 1,5
713622,XCR1,,X-C motif chemokine receptor 1,2
706345,GDNF,,glial cell derived neurotrophic factor,6
100125559,KIR3DL2,,killer cell immunoglobulin-like receptor; three domains; long cytoplasmic tail; 2,19
712790,ACE2,,angiotensin converting enzyme 2,X
574237,PI3,,peptidase inhibitor 3,10
574121,RTD1C,,demidefensin 3,8
677866,CLU,,clusterin,8
703848,OVGP1,,oviductal glycoprotein 1,1
613271,NPVF,,neuropeptide VF precursor,3
613238,SLC6A2,,solute carrier family 6 member 2,20
574346,CFTR,,CF transmembrane conductance regulator,3
721030,APOBEC3A,,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,10
718116,CSH4,,chorionic somatommamotropin hormone 4,16
708626,SST,,somatostatin,2
707865,ADORA2A,,adenosine A2a receptor,10
613029,GAD2,,glutamate decarboxylase 2,9
574379,INHA,,inhibin subunit alpha,12
100424400,KRT5,,keratin 5,11
692070,ELOVL4,,ELOVL fatty acid elongase 4,4
719294,EPO,,erythropoietin,3
707052,PRL,,prolactin,4
709790,KLRC3,,killer cell lectin-like receptor subfamily C; member 3,11
721704,GSTP1,,glutathione S-transferase pi 1,14
711317,SEMG2,,semenogelin 2,10
720452,LOC720452,,immunoglobulin heavy variable 4-59,7
719707,SELENON,,selenoprotein N,1
711414,IFNB1,,interferon beta 1,15
719488,KLK8,,kallikrein related peptidase 8,19
712634,BRCA1,,BRCA1 DNA repair associated,16
708187,CALCRL,,calcitonin receptor like receptor,12
707484,DIO2,,iodothyronine deiodinase 2,7
574369,MCHR2,,melanin concentrating hormone receptor 2,4
574202,PPP1R1A,,protein phosphatase 1 regulatory inhibitor subunit 1A,11
702078,SERPINA5,,serpin family A member 5,7
613228,ZAN,,zonadhesin,3
712215,RNF39,,ring finger protein 39,4
709528,LPA,,lipoprotein(a),4
678696,CYP2F1,,cytochrome P450 family 2 subfamily F member 1,19
574197,MNP2,,alpha-defensin 2,8
574136,FGF2,,fibroblast growth factor 2,5
704019,NAT1,,N-acetyltransferase 1,8
714553,CDSN,,corneodesmosin,4
711681,NGF,,nerve growth factor,1
722021,SELENOV,,selenoprotein V,19
715414,HBE1,,hemoglobin subunit epsilon 1,14
700896,LGALS1,,galectin 1,10
708429,GPX2,,glutathione peroxidase 2,7
706732,GPX1,,glutathione peroxidase 1,2
574278,TWIST1,,twist family bHLH transcription factor 1,3
705870,APOBEC3C,,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,10
717604,SYS1,,SYS1 golgi trafficking protein,10
706466,RNASE2,,ribonuclease A family member 2,7
700178,GSTM1,,glutathione S-transferase mu 1,1
710575,SEPHS2,,selenophosphate synthetase 2,20
701772,LOC701772,,immunoglobulin lambda variable 5-52,10
700513,IFI27,,interferon alpha inducible protein 27,7
710776,MKRN3,,makorin ring finger protein 3,7
100335133,ACOT13,,acyl-CoA thioesterase 13,4
701261,HILPDA,,hypoxia inducible lipid droplet associated,3
100423260,TOMM6,,translocase of outer mitochondrial membrane 6,4
711369,ROMO1,,reactive oxygen species modulator 1,10
707968,UQCRH,,ubiquinol-cytochrome c reductase hinge protein,1
702783,MRPL33,,mitochondrial ribosomal protein L33,13
698922,ELOC,,elongin C,8
709948,IFNA2,,interferon; alpha 2,15
100424348,LOC100424348,,HLA class I histocompatibility antigen; B-14 alpha chain,4
100428980,BEX3,,brain expressed X-linked 3,X
100428450,ATP5MK,,ATP synthase membrane subunit k,9
100424773,SEMG1P,,semenogelin I pseudogene,10
100424606,GNG12,,G protein subunit gamma 12,1
100423854,IGIP,,IgA inducing protein,6
721002,LOC721002,,immunoglobulin heavy variable 4-39,7
718716,UQCC3,,ubiquinol-cytochrome c reductase complex assembly factor 3,14
717446,DPM3,,dolichyl-phosphate mannosyltransferase subunit 3; regulatory,1
717208,STX10,,syntaxin 10,19
716504,CDC42EP2,,CDC42 effector protein 2,14
716285,MYOT,,myotilin,6
716212,CYBC1,,cytochrome b-245 chaperone 1,16
715966,C4H6orf47,,chromosome 4 C6orf47 homolog,4
715472,TM9SF1,,transmembrane 9 superfamily member 1,7
713943,IL25,,interleukin 25,7
712778,BAG2,,BAG cochaperone 2,4
712682,UXT,,ubiquitously expressed prefoldin like chaperone,X
711184,FMC1,,formation of mitochondrial complex V assembly factor 1 homolog,3
711085,TIMM10B,,translocase of inner mitochondrial membrane 10B,14
710286,RPF1,,ribosome production factor 1 homolog,1
709561,MED11,,mediator complex subunit 11,16
709209,CDKN2B,,cyclin dependent kinase inhibitor 2B,15
708886,GCHFR,,GTP cyclohydrolase I feedback regulator,7
708829,TMEM14A,,transmembrane protein 14A,4
708260,NCBP2,,nuclear cap binding protein subunit 2,2
708027,DIO3,,iodothyronine deiodinase 3,7
706788,RPP14,,ribonuclease P/MRP subunit p14,2
706250,TAFA3,,TAFA chemokine like family member 3,1
706193,CCNO,,cyclin O,6
706040,PROCR,,protein C receptor,10
705384,TFAP2C,,transcription factor AP-2 gamma,10
703594,MAGEB2,,MAGE family member B2,X
703300,DES,,desmin,12
701675,C2H3orf18,,chromosome 2 C3orf18 homolog,2
701583,CDKN2AIP,,CDKN2A interacting protein,5
701366,MTERF3,,mitochondrial transcription termination factor 3,8
700543,SMIM8,,small integral membrane protein 8,4
699863,SF3B5,,splicing factor 3b subunit 5,4
699217,SLITRK1,,SLIT and NTRK like family member 1,17
699126,LIN52,,lin-52 DREAM MuvB core complex component,7
698714,GPR18,,G protein-coupled receptor 18,17
698602,RPL29,,ribosomal protein L29,2
697726,PLA2G12A,,phospholipase A2 group XIIA,5
697701,CETN1,,centrin 1,18
697301,PET117,,PET117 homolog,10
696708,SNAP29,,synaptosome associated protein 29,10
696638,SCRG1,,stimulator of chondrogenesis 1,5
696595,KCNF1,,potassium voltage-gated channel modifier subfamily F member 1,13
696146,SOCS4,,suppressor of cytokine signaling 4,7
694916,LYSMD2,,LysM domain containing 2,7
694057,EAF1,,ELL associated factor 1,2
694858,TAS2R5,,taste 2 receptor member 5,3
100426104,PLN,,phospholamban,4
708611,EDF1,,endothelial differentiation related factor 1,15
695866,UFM1,,ubiquitin fold modifier 1,17
718795,CNPY1,,canopy FGF signaling regulator 1,3
718640,MRPL24,,mitochondrial ribosomal protein L24,3
716702,SOX14,,SRY-box transcription factor 14,2
716542,C15H9orf78,,chromosome 15 C9orf78 homolog,15
715930,CALHM5,,calcium homeostasis modulator family member 5,4
713413,DEFB124,,defensin beta 124,10
712869,PLP2,,proteolipid protein 2,X
712346,OR4B1,,olfactory receptor; family 4; subfamily B; member 1,14
712209,MYL3,,myosin light chain 3,2
709257,TLDC2,,TBC/LysM-associated domain containing 2,10
708009,FERD3L,,Fer3 like bHLH transcription factor,3
705597,RAB8B,,RAB8B; member RAS oncogene family,7
705345,CLDN8,,claudin 8,3
704942,RABIF,,RAB interacting factor,1
704352,CTXN3,,cortexin 3,6
703230,RPL26L1,,ribosomal protein L26 like 1,6
702942,CREBZF,,CREB/ATF bZIP transcription factor,14
701181,POLR2L,,RNA polymerase II; I and III subunit L,14
700070,OR5A2,,olfactory receptor; family 5; subfamily A; member 2,14
699721,CLDN9,,claudin 9,20
698938,SCP2D1,,SCP2 sterol binding domain containing 1,10
698840,GNGT2,,G protein subunit gamma transducin 2,16
697574,KRTAP3-1,,keratin associated protein 3-1,16
696902,LDOC1,,LDOC1 regulator of NFKB signaling,X
696444,LRRC69,,leucine rich repeat containing 69,8
695659,MRAP2,,melanocortin 2 receptor accessory protein 2,4
693674,EMC8,,ER membrane protein complex subunit 8,20
100431090,SYCE2,,synaptonemal complex central element protein 2,19
100430940,SCN4B,,sodium voltage-gated channel beta subunit 4,14
100430364,SURF2,,surfeit 2,15
100429280,COX7C,,cytochrome c oxidase subunit VIIc,13
100429196,CCDC154,,coiled-coil domain containing 154,20
100428993,NOCT,,nocturnin,5
100428926,COX14,,uncharacterized protein C12orf62-like,11
100428454,ZNF430,,zinc finger protein 430,19
100427533,INAFM1,,InaF motif containing 1,19
100426726,PXT1,,peroxisomal testis enriched protein 1,4
100425987,ZNF625,,zinc finger protein 625,19
100425121,ZBED6,,zinc finger BED-type containing 6,1
100423494,RNASEK,,ribonuclease K,16
722998,SPOUT1,,SPOUT domain containing methyltransferase 1,15
722683,KLK7,,kallikrein related peptidase 7,19
722672,RBP7,,retinol binding protein 7,1
722493,IGFALS,,insulin like growth factor binding protein acid labile subunit,20
722479,NME3,,NME/NM23 nucleoside diphosphate kinase 3,20
722472,LAMA1,,laminin subunit alpha 1,18
722397,RAB12,,RAB12; member RAS oncogene family,18
722359,NAT8L,,N-acetyltransferase 8 like,5
722345,MXD4,,MAX dimerization protein 4,5
722266,OBP2B,,odorant binding protein 2B,15
722231,TMEM223,,transmembrane protein 223,14
722182,PLAAT2,,phospholipase A and acyltransferase 2,14
722126,NAA40,,N-alpha-acetyltransferase 40; NatD catalytic subunit,14
721986,N4BP2L1,,NEDD4 binding protein 2 like 1,17
721967,DPF2,,double PHD fingers 2,14
721836,TMEM151A,,transmembrane protein 151A,14
721817,ZBTB7A,,zinc finger and BTB domain containing 7A,19
721419,BTBD2,,BTB domain containing 2,19
721178,POLR2E,,RNA polymerase II; I and III subunit E,19
721163,IL17D,,interleukin 17D,17
721131,PRTN3,,proteinase 3,19
721004,PLPP2,,phospholipid phosphatase 2,19
720903,MUC2,,mucin 2; oligomeric mucus/gel-forming,14
720883,MUC6,,mucin 6; oligomeric mucus/gel-forming,14
720828,TALDO1,,transaldolase 1,14
720183,ZNF766,,zinc finger protein 766,19
720040,JAK3,,Janus kinase 3,19
719760,MAGEL2,,MAGE family member L2,7
719736,DDA1,,DET1 and DDB1 associated 1,19
719693,ZNF488,,zinc finger protein 488,9
719544,C19H19orf44,,chromosome 19 C19orf44 homolog,19
719433,TUBGCP5,,tubulin gamma complex associated protein 5,7
719290,CENPX,,centromere protein X,16
719271,ASTE1,,asteroid homolog 1,2
719239,FLT3LG,,fms related receptor tyrosine kinase 3 ligand,19
719123,SRSF3,,serine and arginine rich splicing factor 3,4
719075,SLC25A1,,solute carrier family 25 member 1,10
719036,PHLDA1,,pleckstrin homology like domain family A member 1,11
718666,TEPSIN,,TEPSIN adaptor related protein complex 4 accessory protein,16
718647,HRC,,histidine rich calcium binding protein,19
718587,LIN7B,,lin-7 homolog B; crumbs cell polarity complex component,19
718481,GFRA4,,GDNF family receptor alpha 4,10
718466,BRME1,,break repair meiotic recombinase recruitment factor 1,19
718120,CR1,,complement C3b/C4b receptor 1 (Knops blood group),1
717837,JUNB,,JunB proto-oncogene; AP-1 transcription factor subunit,19
717836,CCDC40,,coiled-coil domain containing 40,16
717757,ABHD17C,,abhydrolase domain containing 17C; depalmitoylase,7
717721,HMGA2,,high mobility group AT-hook 2,11
717612,AIMP2,,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,3
717365,ZNF20,,zinc finger protein 20,19
717360,KCNMB4,,potassium calcium-activated channel subfamily M regulatory beta subunit 4,11
717153,CEBPA,,CCAAT enhancer binding protein alpha,19
717076,DAND5,,DAN domain BMP antagonist family member 5,19
717043,SAC3D1,,SAC3 domain containing 1,14
717027,SIX3,,SIX homeobox 3,13
717014,PMVK,,phosphomevalonate kinase,1
716919,CA4,,carbonic anhydrase 4,16
716917,SNRPF,,small nuclear ribonucleoprotein polypeptide F,11
716913,NELFE,,negative elongation factor complex member E,4
716666,NDUFA13,,NADH:ubiquinone oxidoreductase subunit A13,19
716398,GINS1,,GINS complex subunit 1,10
716387,SS18L2,,SS18 like 2,2
716334,TACSTD2,,tumor associated calcium signal transducer 2,1
716303,CCDC8,,coiled-coil domain containing 8,19
716224,GLIS1,,GLIS family zinc finger 1,1
715763,NEDD8,,NEDD8 ubiquitin like modifier,7
715757,CMTM1,,CKLF like MARVEL transmembrane domain containing 1,20
715745,MAPK12,,mitogen-activated protein kinase 12,10
715649,DPPA3,,developmental pluripotency associated 3,11
715403,S100A1,,S100 calcium binding protein A1,1
715316,IL17REL,,interleukin 17 receptor E like,10
715276,NOTUM,,notum; palmitoleoyl-protein carboxylesterase,16
715253,SUMF2,,sulfatase modifying factor 2,3
715248,LYRM9,,LYR motif containing 9,16
715150,C12H2orf72,,chromosome 12 C2orf72 homolog,12
715121,ARL4C,,ADP ribosylation factor like GTPase 4C,12
714799,KCNJ5,,potassium inwardly rectifying channel subfamily J member 5,14
714595,LURAP1L,,leucine rich adaptor protein 1 like,15
714587,RASL10A,,RAS like family 10 member A,10
714570,TSPAN13,,tetraspanin 13,3
714304,CHMP1A,,charged multivesicular body protein 1A,20
714236,SLC24A5,,solute carrier family 24 member 5,7
714235,FAM200B,,family with sequence similarity 200 member B,5
714145,DHRS4L2,,dehydrogenase/reductase 4 like 2,7
714140,AGAP3,,ArfGAP with GTPase domain; ankyrin repeat and PH domain 3,3
713960,NEK5,,NIMA related kinase 5,17
713891,B4GALT5,,beta-1;4-galactosyltransferase 5,10
713786,TMEM176A,,transmembrane protein 176A,3
