GeneID,Symbol,link,description,chromosome
105601589,GIPC1,,GIPC PDZ domain containing family member 1,Un
105601588,PTGER1,,prostaglandin E receptor 1,Un
105601587,PKN1,,protein kinase N1,Un
105601586,DDX39A,,DExD-box helicase 39A,Un
105601585,ADGRE5,,adhesion G protein-coupled receptor E5,Un
105601582,ADGRL1,,adhesion G protein-coupled receptor L1,Un
105601581,ASF1B,,anti-silencing function 1B histone chaperone,Un
105601580,PRKACA,,protein kinase cAMP-activated catalytic subunit alpha,Un
105601577,MISP3,,MISP family member 3,Un
105601576,PALM3,,paralemmin 3,Un
105601575,RLN3,,relaxin 3,Un
105601574,IL27RA,,interleukin 27 receptor subunit alpha,Un
105601573,RFX1,,regulatory factor X1,Un
105601572,DCAF15,,DDB1 and CUL4 associated factor 15,Un
105601571,PODNL1,,podocan like 1,Un
105601570,BRME1,,break repair meiotic recombinase recruitment factor 1,Un
105601569,CC2D1A,,coiled-coil and C2 domain containing 1A,Un
105601568,NANOS3,,nanos C2HC-type zinc finger 3,Un
105601567,ZSWIM4,,zinc finger SWIM-type containing 4,Un
105601565,CCDC91,,coiled-coil domain containing 91,Un
105601564,YJU2B,,YJU2 splicing factor homolog B,Un
105601562,CACNA1A,,calcium voltage-gated channel subunit alpha1 A,Un
105601558,STX10,,syntaxin 10,Un
105601557,IER2,,immediate early response 2,Un
105601556,TRMT1,,tRNA methyltransferase 1,Un
105601555,PTHLH,,parathyroid hormone like hormone,Un
105601554,NACC1,,nucleus accumbens associated 1,Un
105601553,NFIX,,nuclear factor I X,Un
105601552,LYL1,,LYL1 basic helix-loop-helix family member,Un
105601551,DAND5,,DAN domain BMP antagonist family member 5,Un
105601550,GADD45GIP1,,GADD45G interacting protein 1,Un
105601549,KLHL42,,kelch like family member 42,Un
105601548,RAD23A,,RAD23 homolog A; nucleotide excision repair protein,Un
105601547,CALR,,calreticulin,Un
105601546,FARSA,,phenylalanyl-tRNA synthetase subunit alpha,Un
105601545,GCDH,,glutaryl-CoA dehydrogenase,Un
105601544,SYCE2,,synaptonemal complex central element protein 2,Un
105601543,MANSC4,,MANSC domain containing 4,Un
105601541,KLF1,,Kruppel like factor 1,Un
105601540,DNASE2,,deoxyribonuclease 2; lysosomal,Un
105601539,MRPS35,,mitochondrial ribosomal protein S35,Un
105601538,RTBDN,,retbindin,Un
105601536,MAST1,,microtubule associated serine/threonine kinase 1,Un
105601534,PRDX2,,peroxiredoxin 2,Un
105601533,RNASEH2A,,ribonuclease H2 subunit A,Un
105601532,JUNB,,JunB proto-oncogene; AP-1 transcription factor subunit,Un
105601531,HOOK2,,hook microtubule tethering protein 2,Un
105601530,BEST2,,bestrophin 2,Un
105601529,GET3,,guided entry of tail-anchored proteins factor 3; ATPase,Un
105601528,REP15,,RAB15 effector protein,Un
105601527,TRIR,,telomerase RNA component interacting RNase,Un
105601526,TNPO2,,transportin 2,Un
105601525,FBXW9,,F-box and WD repeat domain containing 9,Un
105601523,WDR83OS,,WD repeat domain 83 opposite strand,Un
105601522,PPFIBP1,,PPFIA binding protein 1,Un
105601521,WDR83,,WD repeat domain 83,Un
105601520,DHPS,,deoxyhypusine synthase,Un
105601519,ZNF791,,zinc finger protein 791,Un
105601518,ZNF564,,zinc finger protein 564,Un
105601517,ZNF490,,zinc finger protein 490,Un
105601514,ZNF709,,zinc finger protein 709,Un
105601510,STK38L,,serine/threonine kinase 38 like,Un
105601509,ZNF44,,zinc finger protein 44,Un
105601508,ZNF136,,zinc finger protein 136,Un
105601504,ZNF20,,zinc finger protein 20,Un
105601503,ZNF625,,zinc finger protein 625,Un
105601502,ZNF433,,zinc finger protein 433,Un
105601500,ZNF878,,zinc finger protein 878,Un
105601496,ZNF441,,zinc finger protein 441,Un
105601494,ZNF823,,zinc finger protein 823,Un
105601493,ACP5,,acid phosphatase 5; tartrate resistant,Un
105601492,ELOF1,,elongation factor 1 homolog,Un
105601491,CNN1,,calponin 1,Un
105601490,ZNF653,,zinc finger protein 653,Un
105601489,ECSIT,,ECSIT signaling integrator,Un
105601487,ELAVL3,,ELAV like RNA binding protein 3,Un
105601486,ODAD3,,outer dynein arm docking complex subunit 3,Un
105601485,PRKCSH,,protein kinase C substrate 80K-H,Un
105601484,EPOR,,erythropoietin receptor,Un
105601483,SWSAP1,,SWIM-type zinc finger 7 associated protein 1,Un
105601482,ARNTL2,,aryl hydrocarbon receptor nuclear translocator like 2,Un
105601481,PLPPR2,,phospholipid phosphatase related 2,Un
105601480,KARS1,,lysyl-tRNA synthetase 1,Un
105601479,TMEM205,,transmembrane protein 205,Un
105601478,SMCO2,,single-pass membrane protein with coiled-coil domains 2,Un
105601477,CCDC159,,coiled-coil domain containing 159,Un
105601476,RAB3D,,RAB3D; member RAS oncogene family,Un
105601475,TSPAN16,,tetraspanin 16,Un
105601472,DOCK6,,dedicator of cytokinesis 6,Un
105601471,ANGPTL8,,angiopoietin like 8,Un
105601468,SPC24,,SPC24 component of NDC80 kinetochore complex,Un
105601465,SMARCA4,,SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 4,Un
105601464,YIPF2,,Yip1 domain family member 2,Un
105601463,TIMM29,,translocase of inner mitochondrial membrane 29,Un
105601461,TMED1,,transmembrane p24 trafficking protein 1,Un
105601459,DNM2,,dynamin 2,Un
105601458,QTRT1,,queuine tRNA-ribosyltransferase catalytic subunit 1,Un
105601456,ILF3,,interleukin enhancer binding factor 3,Un
105601454,SLC44A2,,solute carrier family 44 member 2,Un
105601453,TM7SF3,,transmembrane 7 superfamily member 3,Un
105601452,ATG4D,,autophagy related 4D cysteine peptidase,Un
105601451,KRI1,,KRI1 homolog,Un
105601449,CDKN2D,,cyclin dependent kinase inhibitor 2D,Un
105601448,S1PR5,,sphingosine-1-phosphate receptor 5,Un
105601447,KEAP1,,kelch like ECH associated protein 1,Un
105601446,CDC37,,cell division cycle 37; HSP90 cochaperone,Un
105601445,ICAM3,,intercellular adhesion molecule 3,Un
105601444,FDX2,,ferredoxin 2,Un
105601443,RAVER1,,ribonucleoprotein; PTB binding 1,Un
105601442,ICAM4,,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),Un
105601440,ICAM5,,intercellular adhesion molecule 5,Un
105601439,ZGLP1,,zinc finger GATA like protein 1,Un
105601438,ICAM1,,intercellular adhesion molecule 1,Un
105601437,FGFR1OP2,,FGFR1 oncogene partner 2,Un
105601436,DNMT1,,DNA methyltransferase 1,Un
105601434,SHFL,,shiftless antiviral inhibitor of ribosomal frameshifting,Un
105601433,ANGPTL6,,angiopoietin like 6,Un
105601431,P2RY11,,purinergic receptor P2Y11,Un
105601430,EIF3G,,eukaryotic translation initiation factor 3 subunit G,Un
105601429,RDH8,,retinol dehydrogenase 8,Un
105601428,COL5A3,,collagen type V alpha 3 chain,Un
105601427,OLFM2,,olfactomedin 2,Un
105601426,PIN1,,peptidylprolyl cis/trans isomerase; NIMA-interacting 1,Un
105601424,UBL5,,ubiquitin like 5,Un
105601422,INTS13,,integrator complex subunit 13,Un
105601421,FBXL12,,F-box and leucine rich repeat protein 12,Un
105601416,ZNF121,,zinc finger protein 121,Un
105601415,ZNF426,,zinc finger protein 426,Un
105601412,ZNF560,,zinc finger protein 560,Un
105601411,ZNF266,,zinc finger protein 266,Un
105601409,ITPR2,,inositol 1;4;5-trisphosphate receptor type 2,Un
105601404,ASAH1,,N-acylsphingosine amidohydrolase 1,Un
105601403,FGL1,,fibrinogen like 1,Un
105601402,PSD3,,pleckstrin and Sec7 domain containing 3,Un
105601400,NAT2,,N-acetyltransferase 2,Un
105601399,NAT1,,N-acetyltransferase 1,Un
105601394,BHLHE41,,basic helix-loop-helix family member e41,Un
105601393,PCM1,,pericentriolar material 1,Un
105601392,MTUS1,,microtubule associated scaffold protein 1,Un
105601391,PDGFRL,,platelet derived growth factor receptor like,Un
105601389,SLC7A2,,solute carrier family 7 member 2,Un
105601388,CNOT7,,CCR4-NOT transcription complex subunit 7,Un
105601387,VPS37A,,VPS37A subunit of ESCRT-I,Un
105601386,SSPN,,sarcospan,Un
105601385,MTMR7,,myotubularin related protein 7,Un
105601384,MICU3,,mitochondrial calcium uptake family member 3,Un
105601382,ZDHHC2,,zinc finger DHHC-type palmitoyltransferase 2,Un
105601381,FGF20,,fibroblast growth factor 20,Un
105601380,MSR1,,macrophage scavenger receptor 1,Un
105601379,YIPF7,,Yip1 domain family member 7,Un
105601378,KCTD8,,potassium channel tetramerization domain containing 8,Un
105601375,STPG2,,sperm tail PG-rich repeat containing 2,Un
105601371,MYOM2,,myomesin 2,Un
105601368,ZNF596,,zinc finger protein 596,Un
105601364,RASSF8,,Ras association domain family member 8,Un
105601363,FBXO25,,F-box protein 25,Un
105601360,TDRP,,testis development related protein,Un
105601359,ERICH1,,glutamate rich 1,Un
105601357,DLGAP2,,DLG associated protein 2,Un
105601354,CLN8,,CLN8 transmembrane ER and ERGIC protein,Un
105601351,ARHGEF10,,Rho guanine nucleotide exchange factor 10,Un
105601348,CNTNAP4,,contactin associated protein family member 4,Un
105601347,KBTBD11,,kelch repeat and BTB domain containing 11,Un
105601341,LINGO1,,leucine rich repeat and Ig domain containing 1,Un
105601340,PEAK1,,pseudopodium enriched atypical kinase 1,Un
105601338,HMG20A,,high mobility group 20A,Un
105601337,TSPAN3,,tetraspanin 3,Un
105601336,PSTPIP1,,proline-serine-threonine phosphatase interacting protein 1,Un
105601335,RCN2,,reticulocalbin 2,Un
105601333,SCAPER,,S-phase cyclin A associated protein in the ER,Un
105601330,ISL2,,ISL LIM homeobox 2,Un
105601329,ETFA,,electron transfer flavoprotein subunit alpha,Un
105601326,NRG4,,neuregulin 4,Un
105601325,TMEM266,,transmembrane protein 266,Un
105601324,FBXO22,,F-box protein 22,Un
105601322,UBE2Q2,,ubiquitin conjugating enzyme E2 Q2,Un
105601320,TECRL,,trans-2;3-enoyl-CoA reductase like,Un
105601315,DELEC1,,deleted in esophageal cancer 1,Un
105601312,PRODH,,proline dehydrogenase 1,Un
105601311,DGCR2,,DiGeorge syndrome critical region gene 2,Un
105601305,ESS2,,ess-2 splicing factor homolog,Un
105601304,TSSK2,,testis specific serine kinase 2,Un
105601303,GSC2,,goosecoid homeobox 2,Un
105601302,SLC25A1,,solute carrier family 25 member 1,Un
105601300,C5,,complement C5,Un
105601299,CLTCL1,,clathrin heavy chain like 1,Un
105601295,MRPL40,,mitochondrial ribosomal protein L40,Un
105601294,CDC45,,cell division cycle 45,Un
105601292,UFD1,,ubiquitin recognition factor in ER associated degradation 1,Un
105601289,CLDN5,,claudin 5,Un
105601287,SEPTIN5,,septin 5,Un
105601286,GP1BB,,glycoprotein Ib platelet subunit beta,Un
105601282,TBX1,,T-box transcription factor 1,Un
105601281,RTL10,,retrotransposon Gag like 10,Un
105601280,GNB1L,,G protein subunit beta 1 like,Un
105601278,COMT,,catechol-O-methyltransferase,Un
105601277,TXNRD2,,thioredoxin reductase 2,Un
105601275,ARVCF,,ARVCF delta catenin family member,Un
105601273,TANGO2,,transport and golgi organization 2 homolog,Un
105601272,CCDC188,,coiled-coil domain containing 188,Un
105601270,ZDHHC8,,zinc finger DHHC-type palmitoyltransferase 8,Un
105601268,RANBP1,,RAN binding protein 1,Un
105601267,TRMT2A,,tRNA methyltransferase 2 homolog A,Un
105601266,SHOC1,,shortage in chiasmata 1,Un
105601265,DGCR8,,DGCR8 microprocessor complex subunit,Un
105601264,RTN4R,,reticulon 4 receptor,Un
105601255,UGCG,,UDP-glucose ceramide glucosyltransferase,Un
105601252,FCER1A,,Fc fragment of IgE receptor Ia,Un
105601251,ACKR1,,atypical chemokine receptor 1 (Duffy blood group),Un
105601250,AIM2,,absent in melanoma 2,Un
105601249,CADM3,,cell adhesion molecule 3,Un
105601247,IFI16,,interferon gamma inducible protein 16,Un
105601245,PYHIN1,,pyrin and HIN domain family member 1,Un
105601244,MNDA,,myeloid cell nuclear differentiation antigen,Un
105601234,SPTA1,,spectrin alpha; erythrocytic 1,Un
105601224,CD1E,,CD1e molecule,Un
105601223,CD1B,,CD1b molecule,Un
105601222,CD1C,,CD1c molecule,Un
105601219,CD1D,,CD1d molecule,Un
105601218,KIRREL1,,kirre like nephrin family adhesion molecule 1,Un
105601203,SUSD1,,sushi domain containing 1,Un
105601202,RCCD1,,RCC1 domain containing 1,Un
105601201,PRC1,,protein regulator of cytokinesis 1,Un
105601199,VPS33B,,VPS33B late endosome and lysosome associated,Un
105601198,HDDC3,,HD domain containing 3,Un
105601197,UNC45A,,unc-45 myosin chaperone A,Un
105601196,MAN2A2,,mannosidase alpha class 2A member 2,Un
105601195,FES,,FES proto-oncogene; tyrosine kinase,Un
105601194,FURIN,,furin; paired basic amino acid cleaving enzyme,Un
105601192,BLM,,BLM RecQ like helicase,Un
105601191,CRTC3,,CREB regulated transcription coactivator 3,Un
105601189,IQGAP1,,IQ motif containing GTPase activating protein 1,Un
105601188,ZNF774,,zinc finger protein 774,Un
105601187,DIP2C,,disco interacting protein 2 homolog C,Un
105601183,ZMYND11,,zinc finger MYND-type containing 11,Un
105601178,MYO5C,,myosin VC,Un
105601175,MYO1E,,myosin IE,Un
105601174,BNIP2,,BCL2 interacting protein 2,Un
105601172,ICE2,,interactor of little elongation complex ELL subunit 2,Un
105601167,HERC1,,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,Un
105601165,MAP2K1,,mitogen-activated protein kinase kinase 1,Un
105601164,RPL4,,ribosomal protein L4,Un
105601162,IQCH,,IQ motif containing H,Un
105601161,SKOR1,,SKI family transcriptional corepressor 1,Un
105601160,PAQR5,,progestin and adipoQ receptor family member 5,Un
105601157,PTBP3,,polypyrimidine tract binding protein 3,Un
105601156,ARIH1,,ariadne RBR E3 ubiquitin protein ligase 1,Un
105601153,SCG3,,secretogranin III,Un
105601152,TMOD2,,tropomodulin 2,Un
105601151,LYSMD2,,LysM domain containing 2,Un
105601150,HSDL2,,hydroxysteroid dehydrogenase like 2,Un
105601149,TMOD3,,tropomodulin 3,Un
105601144,LEO1,,LEO1 homolog; Paf1/RNA polymerase II complex component,Un
105601143,MAPK6,,mitogen-activated protein kinase 6,Un
105601142,BCL2L10,,BCL2 like 10,Un
105601141,GNB5,,G protein subunit beta 5,Un
105601139,MYO5A,,myosin VA,Un
105601136,ARPP19,,cAMP regulated phosphoprotein 19,Un
105601135,FAM214A,,family with sequence similarity 214 member A,Un
105601133,ONECUT1,,one cut homeobox 1,Un
105601130,WDR72,,WD repeat domain 72,Un
105601129,KIAA1958,,KIAA1958 ortholog,Un
105601128,UNC13C,,unc-13 homolog C,Un
105601125,RSL24D1,,ribosomal L24 domain containing 1,Un
105601123,RAB27A,,RAB27A; member RAS oncogene family,Un
105601121,CCPG1,,cell cycle progression 1,Un
105601120,PIGB,,phosphatidylinositol glycan anchor biosynthesis class B,Un
105601119,CUNH15orf65,,chromosome unknown C15orf65 homolog,Un
105601118,PYGO1,,pygopus family PHD finger 1,Un
105601117,DNAAF4,,dynein axonemal assembly factor 4,Un
105601116,PRTG,,protogenin,Un
105601115,INIP,,INTS3 and NABP interacting protein,Un
105601114,NEDD4,,NEDD4 E3 ubiquitin protein ligase,Un
105601113,RFX7,,regulatory factor X7,Un
105601111,MNS1,,meiosis specific nuclear structural 1,Un
105601110,TEX9,,testis expressed 9,Un
105601108,ZNF280D,,zinc finger protein 280D,Un
105601107,SNX30,,sorting nexin family member 30,Un
105601106,TCF12,,transcription factor 12,Un
105601102,ZNF276,,zinc finger protein 276,Un
105601101,CGNL1,,cingulin like 1,Un
105601100,MYZAP,,myocardial zonula adherens protein,Un
105601099,POLR2M,,RNA polymerase II subunit M,Un
105601098,ALDH1A2,,aldehyde dehydrogenase 1 family member A2,Un
105601096,SLC46A2,,solute carrier family 46 member 2,Un
105601095,LIPC,,lipase C; hepatic type,Un
105601092,AQP9,,aquaporin 9,Un
