GeneID,Symbol,link,description,chromosome
103249038,RNF6,,ring finger protein 6,Un
103249037,SHISA2,,shisa family member 2,Un
103249035,ATP8A2,,ATPase phospholipid transporting 8A2,Un
103249033,NUP58,,nucleoporin 58,Un
103249032,MTMR6,,myotubularin related protein 6,Un
103249027,AMER2,,APC membrane recruitment protein 2,Un
103249025,PABPC3,,poly(A) binding protein cytoplasmic 3,Un
103249024,PARP4,,poly(ADP-ribose) polymerase family member 4,Un
103249020,TAF4,,TATA-box binding protein associated factor 4,Un
103249019,RNF17,,ring finger protein 17,Un
103249017,CENPJ,,centromere protein J,Un
103249015,ATP12A,,ATPase H+/K+ transporting non-gastric alpha2 subunit,Un
103249013,C1QTNF9,,C1q and TNF related 9,Un
103249003,SPATA13,,spermatogenesis associated 13,Un
103249002,TNFRSF19,,TNF receptor superfamily member 19,Un
103248998,SACS,,sacsin molecular chaperone,Un
103248996,SGCG,,sarcoglycan gamma,Un
103248992,RTEL1,,regulator of telomere elongation helicase 1,Un
103248989,FGF9,,fibroblast growth factor 9,Un
103248988,MICU2,,mitochondrial calcium uptake 2,Un
103248984,ZDHHC20,,zinc finger DHHC-type palmitoyltransferase 20,Un
103248983,TPTE2,,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2,Un
103248976,MPHOSPH8,,M-phase phosphoprotein 8,Un
103248974,ZMYM5,,zinc finger MYM-type containing 5,Un
103248973,PRPF6,,pre-mRNA processing factor 6,Un
103248972,ZMYM2,,zinc finger MYM-type containing 2,Un
103248968,GJA3,,gap junction protein alpha 3,Un
103248967,GJB2,,gap junction protein beta 2,Un
103248965,GJB6,,gap junction protein beta 6,Un
103248964,CRYL1,,crystallin lambda 1,Un
103248962,IFT88,,intraflagellar transport 88,Un
103248961,PROCR,,protein C receptor,Un
103248960,EEF1AKMT1,,EEF1A lysine methyltransferase 1,Un
103248958,IL17D,,interleukin 17D,Un
103248957,XPO4,,exportin 4,Un
103248955,LATS2,,large tumor suppressor kinase 2,Un
103248953,SAP18,,Sin3A associated protein 18,Un
103248950,MRPL57,,mitochondrial ribosomal protein L57,3
103248949,EDEM2,,ER degradation enhancing alpha-mannosidase like protein 2,2
103248948,SKA3,,spindle and kinetochore associated complex subunit 3,Un
103248946,PATE3,,prostate and testis expressed 3,Un
103248942,UPK2,,uroplakin 2,Un
103248939,NXPE1,,neurexophilin and PC-esterase domain family member 1,Un
103248938,ZW10,,zw10 kinetochore protein,Un
103248934,CARD17,,caspase recruitment domain family member 17,Un
103248931,MYH7B,,myosin heavy chain 7B,Un
103248920,NARS2,,asparaginyl-tRNA synthetase 2; mitochondrial,Un
103248918,C2CD3,,C2 domain containing 3 centriole elongation regulator,Un
103248913,OR51A1P,,olfactory receptor family 51 subfamily A member 1 pseudogene,Un
103248900,GLB1L2,,galactosidase beta 1 like 2,Un
103248899,B3GAT1,,beta-1;3-glucuronyltransferase 1,Un
103248897,GLB1L3,,galactosidase beta 1 like 3,Un
103248896,NCAPD3,,non-SMC condensin II complex subunit D3,Un
103248895,VPS26B,,VPS26; retromer complex component B,Un
103248894,THYN1,,thymocyte nuclear protein 1,Un
103248893,ACAD8,,acyl-CoA dehydrogenase family member 8,Un
103248889,JAM3,,junctional adhesion molecule 3,Un
103248885,IGSF9B,,immunoglobulin superfamily member 9B,Un
103248883,SPATA19,,spermatogenesis associated 19,Un
103248880,GSS,,glutathione synthetase,Un
103248879,OPCML,,opioid binding protein/cell adhesion molecule like,Un
103248862,ACSS2,,acyl-CoA synthetase short chain family member 2,Un
103248859,NTM,,neurotrimin,Un
103248848,SNX19,,sorting nexin 19,Un
103248845,LINC02873,,long intergenic non-protein coding RNA 2873,Un
103248841,ADAMTS15,,ADAM metallopeptidase with thrombospondin type 1 motif 15,Un
103248840,PPP6R3,,protein phosphatase 6 regulatory subunit 3,Un
103248839,ADAMTS8,,ADAM metallopeptidase with thrombospondin type 1 motif 8,Un
103248837,ST14,,ST14 transmembrane serine protease matriptase,Un
103248836,GGT7,,gamma-glutamyltransferase 7,Un
103248834,ZBTB44,,zinc finger and BTB domain containing 44,Un
103248831,APLP2,,amyloid beta precursor like protein 2,Un
103248828,PRDM10,,PR/SET domain 10,Un
103248826,NFRKB,,nuclear factor related to kappaB binding protein,Un
103248825,TMEM45B,,transmembrane protein 45B,Un
103248824,BARX2,,BARX homeobox 2,Un
103248822,ARHGAP32,,Rho GTPase activating protein 32,Un
103248819,FLI1,,Fli-1 proto-oncogene; ETS transcription factor,Un
103248815,KCNJ1,,potassium inwardly rectifying channel subfamily J member 1,Un
103248812,NCOA6,,nuclear receptor coactivator 6,Un
103248811,KCNJ5,,potassium inwardly rectifying channel subfamily J member 5,Un
103248810,TP53AIP1,,tumor protein p53 regulated apoptosis inducing protein 1,Un
103248809,ETS1,,ETS proto-oncogene 1; transcription factor,Un
103248797,ST3GAL4,,ST3 beta-galactoside alpha-2;3-sialyltransferase 4,Un
103248796,KIRREL3,,kirre like nephrin family adhesion molecule 3,Un
103248795,TP53INP2,,tumor protein p53 inducible nuclear protein 2,Un
103248789,DCPS,,decapping enzyme; scavenger,Un
103248788,FOXRED1,,FAD dependent oxidoreductase domain containing 1,Un
103248787,SRPRA,,SRP receptor subunit alpha,Un
103248786,FAM118B,,family with sequence similarity 118 member B,Un
103248785,RPUSD4,,RNA pseudouridine synthase D4,Un
103248784,PIGU,,phosphatidylinositol glycan anchor biosynthesis class U,Un
103248783,CDON,,cell adhesion associated; oncogene regulated,Un
103248781,VSIG10L2,,V-set and immunoglobulin domain containing 10 like 2,Un
103248780,PUS3,,pseudouridine synthase 3,Un
103248779,HYLS1,,HYLS1 centriolar and ciliogenesis associated,Un
103248778,DDX25,,DEAD-box helicase 25,Un
103248777,PATE4,,prostate and testis expressed 4,Un
103248776,PATE2,,prostate and testis expressed 2,Un
103248775,MAP1LC3A,,microtubule associated protein 1 light chain 3 alpha,Un
103248774,PATE1,,prostate and testis expressed 1,Un
103248771,ACRV1,,acrosomal vesicle protein 1,Un
103248770,DYNLRB1,,dynein light chain roadblock-type 1,Un
103248769,CHEK1,,checkpoint kinase 1,Un
103248768,EI24,,EI24 autophagy associated transmembrane protein,Un
103248767,STT3A,,STT3 oligosaccharyltransferase complex catalytic subunit A,Un
103248764,PKNOX2,,PBX/knotted 1 homeobox 2,Un
103248760,TMEM218,,transmembrane protein 218,Un
103248758,HEPACAM,,hepatic and glial cell adhesion molecule,Un
103248757,CCDC15,,coiled-coil domain containing 15,Un
103248755,SLC37A2,,solute carrier family 37 member 2,Un
103248753,GAL,,galanin and GMAP prepropeptide,Un
103248752,ROBO4,,roundabout guidance receptor 4,Un
103248751,ROBO3,,roundabout guidance receptor 3,Un
103248749,MSANTD2,,Myb/SANT DNA binding domain containing 2,Un
103248748,VSIG2,,V-set and immunoglobulin domain containing 2,Un
103248747,ESAM,,endothelial cell adhesion molecule,Un
103248746,AHCY,,adenosylhomocysteinase,Un
103248742,NRGN,,neurogranin,Un
103248741,SIAE,,sialic acid acetylesterase,Un
103248738,TBRG1,,transforming growth factor beta regulator 1,Un
103248737,PANX3,,pannexin 3,Un
103248721,VWA5A,,von Willebrand factor A domain containing 5A,Un
103248713,ZNF202,,zinc finger protein 202,Un
103248711,TMEM225,,transmembrane protein 225,Un
103248708,SCN3B,,sodium voltage-gated channel beta subunit 3,Un
103248703,GRAMD1B,,GRAM domain containing 1B,Un
103248693,HSPA8,,heat shock protein family A (Hsp70) member 8,Un
103248690,BSX,,brain specific homeobox,Un
103248689,EIF2S2,,eukaryotic translation initiation factor 2 subunit beta,Un
103248688,JHY,,junctional cadherin complex regulator,Un
103248686,CRTAM,,cytotoxic and regulatory T cell molecule,Un
103248676,SORL1,,sortilin related receptor 1,Un
103248668,SC5D,,sterol-C5-desaturase,Un
103248658,GRIK4,,glutamate ionotropic receptor kainate type subunit 4,Un
103248654,RALY,,RALY heterogeneous nuclear ribonucleoprotein,Un
103248653,ARHGEF12,,Rho guanine nucleotide exchange factor 12,Un
103248652,POU2F3,,POU class 2 homeobox 3,Un
103248649,TLCD5,,TLC domain containing 5,Un
103248648,OAF,,out at first homolog,Un
103248645,TRIM29,,tripartite motif containing 29,Un
103248639,NECTIN1,,nectin cell adhesion molecule 1,Un
103248637,USP2,,ubiquitin specific peptidase 2,Un
103248636,CHMP4B,,charged multivesicular body protein 4B,Un
103248635,THY1,,Thy-1 cell surface antigen,Un
103248633,C1QTNF5,,C1q and TNF related 5,Un
103248631,RNF26,,ring finger protein 26,Un
103248630,MCAM,,melanoma cell adhesion molecule,Un
103248628,NLRX1,,NLR family member X1,Un
103248627,PDZD3,,PDZ domain containing 3,Un
103248626,CCDC153,,coiled-coil domain containing 153,Un
103248625,ZNF341,,zinc finger protein 341,Un
103248624,ABCG4,,ATP binding cassette subfamily G member 4,Un
103248621,DPAGT1,,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1,Un
103248620,C2CD2L,,C2CD2 like,Un
103248619,H2AFX,,histone H2AX,Un
103248618,HMBS,,hydroxymethylbilane synthase,Un
103248617,VPS11,,VPS11 core subunit of CORVET and HOPS complexes,Un
103248616,HYOU1,,hypoxia up-regulated 1,Un
103248615,TESMIN,,testis expressed metallothionein like protein,Un
103248614,SLC37A4,,solute carrier family 37 member 4,Un
103248613,PXMP4,,peroxisomal membrane protein 4,Un
103248612,CENATAC,,centrosomal AT-AC splicing factor,Un
103248611,RPS25,,ribosomal protein S25,Un
103248610,TRAPPC4,,trafficking protein particle complex subunit 4,Un
103248609,FOXR1,,forkhead box R1,Un
103248608,CXCR5,,C-X-C motif chemokine receptor 5,Un
103248607,BCL9L,,BCL9 like,Un
103248606,DDX6,,DEAD-box helicase 6,Un
103248605,E2F1,,E2F transcription factor 1,Un
103248604,PHLDB1,,pleckstrin homology like domain family B member 1,Un
103248603,NECAB3,,N-terminal EF-hand calcium binding protein 3,Un
103248602,TREH,,trehalase,Un
103248601,ARCN1,,archain 1,Un
103248599,IFT46,,intraflagellar transport 46,Un
103248597,CUNH20orf144,,chromosome unknown C20orf144 homolog,Un
103248596,TMEM25,,transmembrane protein 25,Un
103248594,KMT2A,,lysine methyltransferase 2A,Un
103248592,TTC36,,tetratricopeptide repeat domain 36,Un
103248591,ATP5MG,,ATP synthase membrane subunit g,Un
103248590,ACTL10,,actin like 10,Un
103248589,UBE4A,,ubiquitination factor E4A,1
103248587,CD3G,,CD3g molecule,Un
103248585,CD3D,,CD3d molecule,Un
103248584,CD3E,,CD3e molecule,Un
103248583,MPZL3,,myelin protein zero like 3,Un
103248580,MPZL2,,myelin protein zero like 2,Un
103248579,JAML,,junction adhesion molecule like,Un
103248578,SCN2B,,sodium voltage-gated channel beta subunit 2,Un
103248577,SCN4B,,sodium voltage-gated channel beta subunit 4,Un
103248571,IL10RA,,interleukin 10 receptor subunit alpha,Un
103248569,TMPRSS13,,transmembrane serine protease 13,Un
103248567,FXYD6,,FXYD domain containing ion transport regulator 6,Un
103248564,FXYD2,,FXYD domain containing ion transport regulator 2,Un
103248562,DSCAML1,,DS cell adhesion molecule like 1,Un
103248558,CEP164,,centrosomal protein 164,Un
103248557,CBFA2T2,,CBFA2/RUNX1 partner transcriptional co-repressor 2,Un
103248556,TAGLN,,transgelin,Un
103248555,PCSK7,,proprotein convertase subtilisin/kexin type 7,Un
103248554,RNF214,,ring finger protein 214,Un
103248553,BACE1,,beta-secretase 1,Un
103248552,SIDT2,,SID1 transmembrane family member 2,Un
103248549,PAFAH1B2,,platelet activating factor acetylhydrolase 1b catalytic subunit 2,Un
103248548,SIK3,,SIK family kinase 3,Un
103248547,APOA1,,apolipoprotein A1,Un
103248546,APOC3,,apolipoprotein C3,Un
103248545,APOA4,,apolipoprotein A4,Un
103248544,ZPR1,,ZPR1 zinc finger,Un
103248542,APOA5,,apolipoprotein A5,Un
103248541,BUD13,,BUD13 homolog,Un
103248535,CDK5RAP1,,CDK5 regulatory subunit associated protein 1,Un
103248525,SNTA1,,syntrophin alpha 1,Un
103248524,CADM1,,cell adhesion molecule 1,Un
103248520,NXPE2,,neurexophilin and PC-esterase domain family member 2,1
103248519,NXPE4,,neurexophilin and PC-esterase domain family member 4,Un
103248516,REXO2,,RNA exonuclease 2,Un
103248514,CUNH11orf71,,chromosome unknown C11orf71 homolog,Un
103248513,RBM7,,RNA binding motif protein 7,Un
103248510,ZBTB16,,zinc finger and BTB domain containing 16,Un
103248504,NNMT,,nicotinamide N-methyltransferase,Un
103248502,HTR3A,,5-hydroxytryptamine receptor 3A,Un
103248501,HTR3B,,5-hydroxytryptamine receptor 3B,Un
103248500,USP28,,ubiquitin specific peptidase 28,Un
103248498,CLDN25,,claudin 25,Un
103248495,BPIFA1,,BPI fold containing family A member 1,Un
103248494,TMPRSS5,,transmembrane serine protease 5,Un
103248487,TTC12,,tetratricopeptide repeat domain 12,Un
103248485,ANKK1,,ankyrin repeat and kinase domain containing 1,Un
103248481,BPIFA3,,BPI fold containing family A member 3,Un
103248480,CPT1A,,carnitine palmitoyltransferase 1A,1
103248479,NCAM1,,neural cell adhesion molecule 1,Un
103248470,PLET1,,placenta expressed transcript 1,Un
103248469,PTS,,6-pyruvoyltetrahydropterin synthase,Un
103248468,BPIFA2,,BPI fold containing family A member 2,Un
103248464,IL18,,interleukin 18,Un
103248461,SDHD,,succinate dehydrogenase complex subunit D,Un
103248460,DLAT,,dihydrolipoamide S-acetyltransferase,Un
103248458,PIH1D2,,PIH1 domain containing 2,Un
103248457,NKAPD1,,NKAP domain containing 1,Un
103248456,TIMM8B,,translocase of inner mitochondrial membrane 8 homolog B,Un
103248455,BPIFB4,,BPI fold containing family B member 4,Un
103248454,CRYAB,,crystallin alpha B,Un
103248453,HSPB2,,heat shock protein family B (small) member 2,Un
103248452,CUNH11orf52,,chromosome unknown C11orf52 homolog,Un
103248451,BPIFB3,,BPI fold containing family B member 3,Un
103248450,DIXDC1,,DIX domain containing 1,Un
103248448,FDXACB1,,ferredoxin-fold anticodon binding domain containing 1,Un
103248447,CUNH11orf1,,chromosome unknown C11orf1 homolog,Un
103248445,ALG9,,ALG9 alpha-1;2-mannosyltransferase,Un
103248443,SIK2,,salt inducible kinase 2,Un
103248442,PPP2R1B,,protein phosphatase 2 scaffold subunit Abeta,Un
103248441,BPIFB6,,BPI fold containing family B member 6,Un
103248439,BTG4,,BTG anti-proliferation factor 4,1
103248438,HOATZ,,HOATZ cilia and flagella associated protein,Un
103248437,LAYN,,layilin,Un
103248436,POU2AF1,,POU class 2 homeobox associating factor 1,Un
103248434,ARHGAP20,,Rho GTPase activating protein 20,Un
103248431,BPIFB2,,BPI fold containing family B member 2,Un
103248429,CUNH11orf53,,chromosome unknown C11orf53 homolog,Un
103248426,COLCA2,,colorectal cancer associated 2,1
103248424,FDX1,,ferredoxin 1,Un
103248423,RDX,,radixin,Un
103248422,ZC3H12C,,zinc finger CCCH-type containing 12C,Un
103248421,SUN5,,Sad1 and UNC84 domain containing 5,Un
103248414,CUNH11orf87,,chromosome unknown C11orf87 homolog,Un
103248410,DDX10,,DEAD-box helicase 10,Un
103248408,EFCAB8,,EF-hand calcium binding domain 8,2
103248407,EXPH5,,exophilin 5,Un
103248403,POGLUT3,,protein O-glucosyltransferase 3,Un
103248401,ATM,,ATM serine/threonine kinase,Un
103248399,CUNH11orf65,,chromosome unknown C11orf65 homolog,Un
103248398,ACAT1,,acetyl-CoA acetyltransferase 1,Un
103248397,CUL5,,cullin 5,Un
103248396,RAB39A,,RAB39A; member RAS oncogene family,Un
103248395,SLC35F2,,solute carrier family 35 member F2,Un
103248394,ELMOD1,,ELMO domain containing 1,Un
103248392,ALKBH8,,alkB homolog 8; tRNA methyltransferase,Un
103248390,CWF19L2,,CWF19 like cell cycle control factor 2,Un
103248387,GUCY1A2,,guanylate cyclase 1 soluble subunit alpha 2,Un
103248378,KBTBD3,,kelch repeat and BTB domain containing 3,Un
103248377,AASDHPPT,,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Un
103248376,MAPRE1,,microtubule associated protein RP/EB family member 1,Un
103248375,MSANTD4,,Myb/SANT DNA binding domain containing 4 with coiled-coils,Un
103248371,GRIA4,,glutamate ionotropic receptor AMPA type subunit 4,Un
103248366,CASP5,,caspase 5,Un
103248365,CASP1,,caspase 1,Un
103248362,PDGFD,,platelet derived growth factor D,Un
103248360,DDI1,,DNA damage inducible 1 homolog 1,Un
103248352,DYNC2H1,,dynein cytoplasmic 2 heavy chain 1,Un
103248349,IGHMBP2,,immunoglobulin mu DNA binding protein 2,Un
103248348,DCUN1D5,,defective in cullin neddylation 1 domain containing 5,Un
103248347,MMP13,,matrix metallopeptidase 13,Un
103248345,MMP12,,matrix metallopeptidase 12,Un
103248344,MMP3,,matrix metallopeptidase 3,Un
103248343,TMEM123,,transmembrane protein 123,Un
103248342,MMP7,,matrix metallopeptidase 7,Un
103248341,MMP20,,matrix metallopeptidase 20,Un
103248339,MMP27,,matrix metallopeptidase 27,Un
103248338,MMP8,,matrix metallopeptidase 8,Un
103248336,MMP10,,matrix metallopeptidase 10,Un
103248335,MMP1,,matrix metallopeptidase 1,Un
103248333,BIRC2,,baculoviral IAP repeat containing 2,Un
103248332,BIRC3,,baculoviral IAP repeat containing 3,Un
103248330,YAP1,,Yes1 associated transcriptional regulator,Un
103248329,CFAP300,,cilia and flagella associated protein 300,Un
103248328,ANGPTL5,,angiopoietin like 5,Un
103248327,CEP126,,centrosomal protein 126,Un
103248325,DNMT3B,,DNA methyltransferase 3 beta,Un
103248323,TRPC6,,transient receptor potential cation channel subfamily C member 6,Un
103248320,PGR,,progesterone receptor,Un
103248317,ARHGAP42,,Rho GTPase activating protein 42,1
103248314,CNTN5,,contactin 5,1
103248298,COMMD7,,COMM domain containing 7,Un
103248290,CCDC82,,coiled-coil domain containing 82,Un
103248289,JRKL,,JRK like,Un
103248288,MAML2,,mastermind like transcriptional coactivator 2,Un
103248282,MTMR2,,myotubularin related protein 2,Un
103248280,FAM76B,,family with sequence similarity 76 member B,Un
103248279,CEP57,,centrosomal protein 57,Un
103248274,SESN3,,sestrin 3,Un
103248272,ENDOD1,,endonuclease domain containing 1,Un
103248271,SRSF8,,serine and arginine rich splicing factor 8,Un
103248266,CWC15,,CWC15 spliceosome associated protein homolog,Un
103248263,CUNH11orf97,,chromosome unknown C11orf97 homolog,Un
103248262,FUT4,,fucosyltransferase 4,Un
103248261,PIWIL4,,piwi like RNA-mediated gene silencing 4,Un
103248257,AMOTL1,,angiomotin like 1,Un
103248255,MRE11,,MRE11 homolog; double strand break repair nuclease,Un
103248254,ANKRD49,,ankyrin repeat domain 49,Un
103248253,GPR83,,G protein-coupled receptor 83,Un
103248251,HEPHL1,,hephaestin like 1,Un
103248248,PANX1,,pannexin 1,Un
103248246,IZUMO1R,,IZUMO1 receptor; JUNO,Un
103248245,VSTM5,,V-set and transmembrane domain containing 5,Un
103248243,MED17,,mediator complex subunit 17,Un
103248241,NOL4L,,nucleolar protein 4 like,Un
103248240,CEP295,,centrosomal protein 295,Un
103248239,TAF1D,,TATA-box binding protein associated factor; RNA polymerase I subunit D,Un
103248238,CUNH11orf54,,chromosome unknown C11orf54 homolog,Un
103248235,SLC36A4,,solute carrier family 36 member 4,Un
103248231,DEUP1,,deuterosome assembly protein 1,Un
103248229,MTNR1B,,melatonin receptor 1B,Un
103248227,FAT3,,FAT atypical cadherin 3,Un
103248225,ASXL1,,ASXL transcriptional regulator 1,Un
103248218,CHORDC1,,cysteine and histidine rich domain containing 1,Un
103248216,NAALAD2,,N-acetylated alpha-linked acidic dipeptidase 2,Un
103248213,UBTFL1,,upstream binding transcription factor like 1,Un
103248198,TRIM77,,tripartite motif containing 77,Un
103248197,FOLH1B,,folate hydrolase 1B,Un
103248196,NOX4,,NADPH oxidase 4,Un
103248195,KIF3B,,kinesin family member 3B,Un
103248193,GRM5,,glutamate metabotropic receptor 5,Un
103248190,CTSC,,cathepsin C,Un
103248189,RAB38,,RAB38; member RAS oncogene family,Un
103248183,TMEM135,,transmembrane protein 135,Un
103248179,MRPL21,,mitochondrial ribosomal protein L21,Un
103248178,FZD4,,frizzled class receptor 4,Un
103248176,PRSS23,,serine protease 23,Un
103248174,POFUT1,,protein O-fucosyltransferase 1,Un
103248173,ME3,,malic enzyme 3,Un
103248171,CCDC81,,coiled-coil domain containing 81,Un
103248170,HIKESHI,,heat shock protein nuclear import factor hikeshi,Un
103248168,EED,,embryonic ectoderm development,Un
103248167,PLAGL2,,PLAG1 like zinc finger 2,Un
103248165,PICALM,,phosphatidylinositol binding clathrin assembly protein,Un
103248161,TM9SF4,,transmembrane 9 superfamily member 4,Un
103248160,SYTL2,,synaptotagmin like 2,Un
103248159,CCDC83,,coiled-coil domain containing 83,Un
103248155,HCK,,HCK proto-oncogene; Src family tyrosine kinase,Un
103248154,CCDC89,,coiled-coil domain containing 89,Un
103248153,CREBZF,,CREB/ATF bZIP transcription factor,Un
103248151,XKR7,,XK related 7,Un
103248149,CCM2L,,CCM2 like scaffold protein,2
103248148,DLG2,,discs large MAGUK scaffold protein 2,Un
103248136,TMEM126B,,transmembrane protein 126B,Un
103248135,TMEM126A,,transmembrane protein 126A,Un
103248133,ANKRD42,,ankyrin repeat domain 42,Un
103248131,CCDC90B,,coiled-coil domain containing 90B,Un
103248130,PCF11,,PCF11 cleavage and polyadenylation factor subunit,Un
103248128,DUSP15,,dual specificity phosphatase 15,Un
103248127,RAB30,,RAB30; member RAS oncogene family,Un
103248124,DDIAS,,DNA damage induced apoptosis suppressor,Un
